"genotype","rep","image","openness","SE","df","asymp.LCL","asymp.UCL"
"2014009-010","2","27",3.86498175910999,0.112834509779239,Inf,3.6469937186658,4.08929686942688
"2014009-012","2","27",3.41751172535228,0.106101916548765,Inf,3.21271932516238,3.62863119541489
"2014009-034","2","27",3.55610073404124,0.108231891773547,Inf,3.34713365912281,3.77139487883239
"2014009-041","2","27",3.60137848552544,0.107673422418476,Inf,3.39343406375854,3.8155061238233
"2014009-046","2","27",3.48344521958527,0.108475232606553,Inf,3.27408172678358,3.69929682503047
"2014010-010","2","27",3.42390606041289,0.106201131153134,Inf,3.21891920317169,3.63521998752681
"W1406-001","2","27",3.18595246230137,0.101273013451959,Inf,2.990552610922,3.38753552886536
"W1411-017","2","27",3.8100034418621,0.113445898493921,Inf,3.59089762320538,4.03559737368912
"W1425-006","2","27",3.6820635983669,0.113032524890458,Inf,3.46385627934972,3.90693563508357
"2014001-005","1","28",4.11149710970865,0.116377283812128,Inf,3.88656535975464,4.34275592953537
"2014005-019","1","28",3.26222165658195,0.103663282188832,Inf,3.06220889190898,3.46856149112763
"2014005-024","1","28",3.89985241392884,0.113342374832196,Inf,3.68086897627185,4.12516292145853
"2014006-046","1","28",3.72261225755747,0.110736839324683,Inf,3.50873557565565,3.942816009332
"2014007-001","1","28",3.32324375814426,0.10462833662037,Inf,3.12133952154236,3.53147506461888
"2014008-016","1","28",4.04102721294042,0.114063405998773,Inf,3.82055902815507,4.2676793635782
"2014009-010","1","28",3.79841884760886,0.111858669218749,Inf,3.58234341951789,4.02082134557254
"2014009-012","1","28",3.13976215279297,0.101698980003392,Inf,2.94359934965822,3.34225202580043
"2014009-034","1","28",3.583674810168,0.106252229994459,Inf,3.37844967238174,3.79495076051415
"2014009-041","1","28",3.6359557847071,0.109440361459922,Inf,3.42462015272697,3.85361848655995
"2014009-046","1","28",3.42396039203698,0.104994092303556,Inf,3.22126773615729,3.63283701516618
"2014010-010","1","28",3.22716039654751,0.103104708265551,Inf,3.02824241664688,3.43240544632086
"W1406-001","1","28",3.11025082156063,0.101219905811383,Inf,2.91502698658814,3.31180172640583
"W1411-017","1","28",3.6872448511047,0.110209545411657,Inf,3.47440164628168,3.90641512580044
"W1425-006","1","28",3.54145807105758,0.108008833147725,Inf,3.3329281830122,3.75631502897567
"2014001-005","2","28",4.18382515698565,0.117396455757106,Inf,3.95689586672543,4.41708151711858
"2014005-019","2","28",3.32668244800567,0.104682454133845,Inf,3.12467214302642,3.53501982285762
"2014005-024","2","28",3.97030249971554,0.114361546777209,Inf,3.74932152175227,4.19761054755151
"2014006-046","2","28",3.79145007247306,0.111756011269697,Inf,3.57557585026496,4.01365136455387
"2014007-001","2","28",3.38830171247154,0.105647508565384,Inf,3.18439993556336,3.59853055925244
"2014008-016","2","28",4.11273545407489,0.115064010510293,Inf,3.89030574561127,4.3413483786451
"2014009-010","2","28",3.86795083600829,0.112877841163762,Inf,3.64987786761104,4.09235087427826
"2014009-012","2","28",3.20300746003445,0.102718151948405,Inf,3.00484711659341,3.40749487334819
"2014009-034","2","28",3.65122174821364,0.107248903686281,Inf,3.44404316588707,3.8644511431001
"2014009-041","2","28",3.70399135628716,0.110459533404936,Inf,3.49065818400074,3.92365159844628
"2014009-046","2","28",3.48999209219304,0.105995228155089,Inf,3.28533687014422,3.70083052957838
"2014010-010","2","28",3.2912755498238,0.104123880210565,Inf,3.09036002961689,3.49851813990343
"W1406-001","2","28",3.1731996840357,0.102239077756397,Inf,2.97597830875693,3.37674812918718
"W1411-017","2","28",3.75575638352902,0.11122871735667,Inf,3.54091563839971,3.97692419853103
"W1425-006","2","28",3.60860783187348,0.109028005092739,Inf,3.39808040352182,3.82546233009786
"2014001-005","1","29",4.00991993528402,0.113623553875214,Inf,3.7903138458163,4.23570999259803
"2014005-019","1","29",3.23281448967814,0.104500021665424,Inf,3.03124226552432,3.44087482322009
"2014005-024","1","29",3.98346499944401,0.114550957823162,Inf,3.7621127826524,4.21114428610833
"2014006-046","1","29",3.66965409625834,0.1099463425448,Inf,3.45732675957499,3.88830850281441
"2014007-001","1","29",3.4089481658495,0.107309041718412,Inf,3.20187036549077,3.62251407945796
"2014008-016","1","29",3.96288325777063,0.111780006536431,Inf,3.74682645196044,4.18499602596655
"2014009-010","1","29",3.8063846737484,0.110702330419934,Inf,3.59250407572224,4.02644923697768
"2014009-012","1","29",3.33778054663974,0.103658045233358,Inf,3.13770611940674,3.54403819013715
"2014009-034","1","29",3.70889233619491,0.110532587165521,Inf,3.49541598116881,3.92869576109373
"2014009-041","1","29",3.69838642667295,0.110375927337569,Inf,3.48521711926746,3.91788280395115
"2014009-046","1","29",3.28726074779926,0.10406035403049,Inf,3.08646973661737,3.49437882885386
"2014010-010","1","29",3.22320587542229,0.103041517305059,Inf,3.02441174752837,3.42832707318892
"W1406-001","1","29",3.10091241974654,0.101067837251845,Inf,2.90598663367393,3.30216527569187
"W1411-017","1","29",3.76792337257363,0.111408737595049,Inf,3.55272979426062,3.98944402075936
"W1425-006","1","29",3.64497364122815,0.109575993788523,Inf,3.43337217476882,3.86290217756019
"2014001-005","2","29",4.08135285907896,0.114624156548414,Inf,3.85978524798957,4.30910368517592
"2014005-019","2","29",3.29698550821392,0.105539031216504,Inf,3.09337728999168,3.50708269028688
"2014005-024","2","29",4.05466294038219,0.115570129768175,Inf,3.8313131832843,4.28433976735279
"2014006-046","2","29",3.73800276223382,0.110965514489814,Inf,3.52367788524418,3.95865470909617
"2014007-001","2","29",3.47483564225247,0.108348141001533,Inf,3.26572166623224,3.69043857454198
"2014008-016","2","29",4.03389784363773,0.11276386904379,Inf,3.81591199207712,4.25793823624356
"2014009-010","2","29",3.8759892027439,0.11170314773112,Inf,3.6601466644634,4.0980149574889
"2014009-012","2","29",3.4029799475489,0.104671906167966,Inf,3.20091876404959,3.61122509661433
"2014009-034","2","29",3.77760376257899,0.111551759110535,Inf,3.56212986724661,3.99940472778409
"2014009-041","2","29",3.76700091402989,0.111395099282583,Inf,3.55183406631812,3.98849483161437
"2014009-046","2","29",3.35196724202081,0.105079525975504,Inf,3.14917869053263,3.56108286338169
"2014010-010","2","29",3.28728192696896,0.104060689250072,Inf,3.08649025876876,3.49440066504187
"W1406-001","2","29",3.16376718421057,0.102087009196858,Inf,2.96684385783168,3.36701758046218
"W1411-017","2","29",3.83717694924205,0.112427909540063,Inf,3.61998583062276,4.06069513773406
"W1425-006","2","29",3.71309314029718,0.110595165733536,Inf,3.49949413353156,3.9330192169355
"2014001-005","1","3",4.04659613776846,0.115455108421601,Inf,3.82347181836731,4.27604752704232
"2014005-019","1","3",3.27340104360706,0.103840753389839,Inf,3.07304044177182,3.480088715315
"2014005-024","1","3",3.7764902791519,0.112945850011029,Inf,3.5583645371766,4.00110413362636
"2014006-046","1","3",3.63651675084794,0.109448803527577,Inf,3.42516457271925,3.85419599884935
"2014007-001","1","3",3.2972734659259,0.104218713052424,Inf,3.09617207676439,3.50470192496012
"2014008-016","1","3",3.85708481651512,0.112719178929651,Inf,3.63932282038244,4.08117388252052
"2014009-010","1","3",3.61220584150561,0.107841686417784,Inf,3.40393200269625,3.82666364551808
"2014009-012","1","3",3.2594633748276,0.103619448103334,Inf,3.0595365233835,3.46571729614441
"2014009-034","1","3",3.55053673373705,0.108147186914913,Inf,3.34173567729085,3.76566486005596
"2014009-041","1","3",3.51074543896484,0.107539470124019,Inf,3.3031354855416,3.7246824622608
"2014009-046","1","3",3.35851173490533,0.105182056343404,Inf,3.15552222758875,3.56782831209462
"2014010-010","1","3",3.28591891657117,0.104039113597293,Inf,3.08516953587336,3.49299536714169
"W1406-001","1","3",3.12169154996116,0.101405898284244,Inf,2.92610317644047,3.32360699335457
"W1411-017","1","3",3.6732416816491,0.10757181803534,Inf,3.46543019882828,3.8871039770298
"W1425-006","1","3",3.61816755948355,0.109172325105517,Inf,3.40735726910459,3.83530491973521
"2014001-005","2","3",4.1183535551247,0.116474280366579,Inf,3.89323169541734,4.34980248470477
"2014005-019","2","3",3.33797165185999,0.104859925334853,Inf,3.13561350971848,3.54665686387422
"2014005-024","2","3",3.84582218175584,0.113985334962094,Inf,3.62565950933585,4.07247381191872
"2014006-046","2","3",3.70455754626768,0.110467975472591,Inf,3.4912078278327,3.92423433457537
"2014007-001","2","3",3.36207795061333,0.105237884997438,Inf,3.15897902114554,3.57150394995383
"2014008-016","2","3",3.92714927692931,0.113738350874664,Inf,3.70738974049035,4.15323588324099
"2014009-010","2","3",3.68001987751941,0.108842676913924,Inf,3.46978375901944,3.89643921248388
"2014009-012","2","3",3.32389704229963,0.104638620048348,Inf,3.12197265054925,3.53214850392272
"2014009-034","2","3",3.61777210603209,0.109166358859927,Inf,3.40697350927962,3.83489777265728
"2014009-041","2","3",3.5776047641567,0.108558642069033,Inf,3.36799727042718,3.79353932775893
"2014009-046","2","3",3.4239123236652,0.106201228288418,Inf,3.21892527604234,3.63522644116077
"2014010-010","2","3",3.35061226749391,0.105058285542306,Inf,3.14786534648982,3.55968625837071
"W1406-001","2","3",3.18475550211564,0.102425070229257,Inf,2.98716958828866,3.38866848581532
"W1411-017","2","3",3.74162359541694,0.108568491727162,Inf,3.53185866805582,3.95743933533796
"W1425-006","2","3",3.68603727371667,0.11019149705053,Inf,3.47322944303144,3.90517217427462
"2014001-005","1","30",3.93580699662635,0.113863654570581,Inf,3.71580186945626,4.16213919366916
"2014005-019","1","30",3.22898346474431,0.103133826802079,Inf,3.0300084135608,3.43428558580053
"2014005-024","1","30",3.85043874352269,0.112622024872619,Inf,3.63286716584274,4.07433739107535
"2014006-046","1","30",3.6640964522923,0.109863054836939,Inf,3.4519323565167,3.8825876179406
"2014007-001","1","30",3.42947457523213,0.106287456873939,Inf,3.22431852268722,3.64095769764976
"2014008-016","1","30",3.83654531242295,0.112418655793009,Inf,3.61937233081461,4.06004536390401
"2014009-010","1","30",3.84575538179721,0.112553511879651,Inf,3.62831808711595,4.06951974635118
"2014009-012","1","30",3.35327804998358,0.106429228418558,Inf,3.14792465219762,3.56511956140314
"2014009-034","1","30",3.72477578648429,0.11076901398299,Inf,3.51083604341097,3.94504259943032
"2014009-041","1","30",3.7437953343801,0.111051459707585,Inf,3.52930200785898,3.96461573077392
"2014009-046","1","30",3.50375101983195,0.107432291869121,Inf,3.29635113192824,3.71747797760838
"2014010-010","1","30",3.30371441039445,0.104320454605604,Inf,3.10241361145298,3.51134227920864
"W1406-001","1","30",3.17210687095651,0.102221471265531,Inf,2.97492000376573,3.37562080802
"W1411-017","1","30",3.75766370824115,0.111256956988318,Inf,3.54276761445088,3.97888687190413
"W1425-006","1","30",3.6544204697508,0.108470011272376,Inf,3.44491513689083,3.87010976788385
"2014001-005","2","30",4.00657964341265,0.11488282651556,Inf,3.78457697593635,4.23490938076167
"2014005-019","2","30",3.29311663618543,0.104152998747092,Inf,3.09214404469564,3.50041629754794
"2014005-024","2","30",3.92044308629284,0.113641196817632,Inf,3.70087396830661,4.14633927415178
"2014006-046","2","30",3.732393580937,0.110882226781953,Inf,3.51823194485512,3.95288228689158
"2014007-001","2","30",3.49555917120325,0.107306628818952,Inf,3.28840557835205,3.70903983392716
"2014008-016","2","30",3.90642381309954,0.113437827738022,Inf,3.68725329118491,4.13192140488687
"2014009-010","2","30",3.91571732963453,0.113572683824665,Inf,3.69628249464698,4.14147923449478
"2014009-012","2","30",3.41862790666331,0.107468261155788,Inf,3.21123846307465,3.63250630576763
"2014009-034","2","30",3.7936335106524,0.111788185928004,Inf,3.5776962272728,4.01589786390471
"2014009-041","2","30",3.81282783222261,0.112070631652598,Inf,3.59633696539522,4.03564576892271
"2014009-046","2","30",3.57054402453887,0.108451463814135,Inf,3.36114659632887,3.78626852262158
"2014010-010","2","30",3.36858185140778,0.105339626550618,Inf,3.16528351216003,3.57820726052825
"W1406-001","2","30",3.23567548887248,0.103240643210544,Inf,3.03649108137542,3.44118696624225
"W1411-017","2","30",3.8268233650799,0.112276128933332,Inf,3.60992973098335,4.05004406904917
"W1425-006","2","30",3.72262777739956,0.109470962774445,Inf,3.51116024122169,3.94027853000336
"2014001-005","1","31",4.06256591780384,0.115682704292825,Inf,3.83899551869207,4.29246338678834
"2014005-019","1","31",3.36221402070487,0.106570907971987,Inf,3.1565829339741,3.57433321682376
"2014005-024","1","31",3.7678269503924,0.112823574210386,Inf,3.54994128720441,3.99220157132329
"2014006-046","1","31",3.74534043586919,0.11107437336342,Inf,3.53080219940789,3.9662057422032
"2014007-001","1","31",3.32800549209298,0.104703268524211,Inf,3.12595439165826,3.53638366240042
"2014008-016","1","31",3.97200365741206,0.114386044430794,Inf,3.75097466493006,4.19935971976677
"2014009-010","1","31",3.65015862478174,0.111047851444766,Inf,3.43575331293769,3.87105289172228
"2014009-012","1","31",3.37700635174089,0.105471266451939,Inf,3.17345000302762,3.58688977032687
"2014009-034","1","31",3.59988386162417,0.108896135313699,Inf,3.38961489329007,3.81647989983097
"2014009-041","1","31",3.53690032708785,0.107939308804057,Inf,3.32850670425211,3.75162101979631
"2014009-046","1","31",3.43701304316715,0.106404210146071,Inf,3.23162815841378,3.64872499779324
"2014010-010","1","31",3.22618579941921,0.103089138363841,Inf,3.02729833596518,3.43140033274597
"W1406-001","1","31",3.22557816723538,0.103079429805202,Inf,3.02670973220661,3.43077367213685
"W1411-017","1","31",3.75568669339729,0.109955963287335,Inf,3.54326857338381,3.97428802924098
"W1425-006","1","31",3.52136206695034,0.107701949108823,Inf,3.31343366056864,3.73561754320475
"2014001-005","2","31",4.13446416847151,0.116701876237803,Inf,3.90889622905352,4.36635917776221
"2014005-019","2","31",3.42765047324845,0.107610053883026,Inf,3.21998312518866,3.64180678515896
"2014005-024","2","31",3.8370796449809,0.113848286754029,Inf,3.61718515949098,4.06346224296995
"2014006-046","2","31",3.81438711237852,0.112093545308434,Inf,3.59785133561094,4.03724995901882
"2014007-001","2","31",3.39310981329016,0.105722440469225,Inf,3.18906117254915,3.60348552390387
"2014008-016","2","31",4.04309955212673,0.115405216375808,Inf,3.82007301933845,4.27245315478772
"2014009-010","2","31",3.71832633251091,0.112072713928995,Inf,3.50191190648398,3.94122887238496
"2014009-012","2","31",3.44258589988638,0.106490438396952,Inf,3.23703201086682,3.65446685877864
"2014009-034","2","31",3.66758267327125,0.109915307258713,Inf,3.45531616463088,3.88617625178434
"2014009-041","2","31",3.60400706716049,0.10895848074907,Inf,3.39361590401847,3.82072530017523
"2014009-046","2","31",3.50316988451709,0.107423382091085,Inf,3.29578745945743,3.71687937944946
"2014010-010","2","31",3.29029131824649,0.104108310308855,Inf,3.08940631448617,3.49750339187952
"W1406-001","2","31",3.28967767853512,0.104098601750215,Inf,3.08881170320008,3.49687072374288
"W1411-017","2","31",3.8248282373628,0.11097021673984,Inf,3.61042259237303,4.04541784870641
"W1425-006","2","31",3.58832193198654,0.108721121053837,Inf,3.37839598529856,3.80457494854724
"2014001-005","1","32",4.01464300147891,0.114998370925595,Inf,3.79241387112032,4.24319920171021
"2014005-019","1","32",3.16743442771805,0.102146158539045,Inf,2.97039517075876,3.37080075455005
"2014005-024","1","32",3.90277513085762,0.113384838699953,Inf,3.68370846554918,4.12816886603876
"2014006-046","1","32",3.76679054246873,0.111391988759296,Inf,3.55162979127057,3.98827836353959
"2014007-001","1","32",3.34676392639575,0.104997935934239,Inf,3.14413528844996,3.55571963421426
"2014008-016","1","32",3.90384038841482,0.113400311768656,Inf,3.684743396449,4.12926445025336
"2014009-010","1","32",3.68768001124202,0.110216048558036,Inf,3.47482406048631,3.90686303187044
"2014009-012","1","32",3.34458693816067,0.104963781082019,Inf,3.14202524249512,3.55347570369893
"2014009-034","1","32",3.73484916686156,0.110918696149396,Inf,3.52061605213295,3.95540935146287
"2014009-041","1","32",3.66018519359891,0.109804402237686,Inf,3.44813605480545,3.87856140226508
"2014009-046","1","32",3.40146653505199,0.105852549684462,Inf,3.19716288493506,3.61209725504163
"2014010-010","1","32",3.03678933616139,0.100017398686306,Inf,2.8439223718452,3.23598337035029
"W1406-001","1","32",3.29377846382142,0.105480768394794,Inf,3.09028401294672,3.50376102717753
"W1411-017","1","32",3.56728565846806,0.108401967823604,Inf,3.35798524061688,3.78291314619195
"W1425-006","1","32",3.59547355533867,0.110212878016274,Inf,3.38270476138291,3.81473130447171
"2014001-005","2","32",4.08611779572046,0.116017542870573,Inf,3.86189112505566,4.31667153625797
"2014005-019","2","32",3.23095644311612,0.103165330484059,Inf,3.03191964585054,3.4363203102544
"2014005-024","2","32",3.9732514927234,0.114404010644967,Inf,3.75218728710869,4.20064276821083
"2014006-046","2","32",3.83603375517936,0.112411160704309,Inf,3.61887546367492,4.0595191165565
"2014007-001","2","32",3.41205058388444,0.106017107879253,Inf,3.20742440563237,3.62300383200923
"2014008-016","2","32",3.97432632481064,0.114419483713669,Inf,3.75323179253854,4.20174792695545
"2014009-010","2","32",3.7561955677272,0.111235220503049,Inf,3.54134207666521,3.97737612866191
"2014009-012","2","32",3.40985246107906,0.105982953027033,Inf,3.20529322510723,3.6207387669236
"2014009-034","2","32",3.80379951237224,0.11193786809441,Inf,3.58756885733735,4.02635723727983
"2014009-041","2","32",3.72844602879183,0.1108235741827,Inf,3.5143993496921,3.94881977776428
"2014009-046","2","32",3.46728201621303,0.106871721629476,Inf,3.26098082578983,3.67991027650895
"2014010-010","2","32",3.09899410315034,0.10103657063132,Inf,2.90412959852787,3.30018567764552
"W1406-001","2","32",3.35854876124638,0.106519767531809,Inf,3.1530183321313,3.57056814813915
"W1411-017","2","32",3.63467868581574,0.109421139768618,Inf,3.42338072765828,3.85230371384591
"W1425-006","2","32",3.66313107775215,0.111237793587822,Inf,3.4483530655033,3.88439720380696
"2014001-005","1","33",4.17355842063668,0.117252327031087,Inf,3.9469116174886,4.40653229365748
"2014005-019","1","33",3.30168281644551,0.104288374139459,Inf,3.10044489406229,3.50924780870144
"2014005-024","1","33",3.8816304193471,0.113077269628016,Inf,3.66316657834241,4.10642133022449
"2014006-046","1","33",3.71820301439421,0.110671238842413,Inf,3.50445490707501,3.93827819158613
"2014007-001","1","33",3.24960499930729,0.103462628883451,Inf,3.04998550788625,3.45555156060104
"2014008-016","1","33",3.90085991783412,0.113357014554273,Inf,3.68184778684912,4.12619911869184
"2014009-010","1","33",3.79083355608596,0.110475959851438,Inf,3.5773966362212,4.01045444115383
"2014009-012","1","33",3.29673803309293,0.104210250850711,Inf,3.09565322954201,3.50414990651657
"2014009-034","1","33",3.67747685598208,0.110063468834657,Inf,3.46491995598896,3.89636082584791
"2014009-041","1","33",3.51648623883786,0.106396807187614,Inf,3.31104393694556,3.72811175726111
"2014009-046","1","33",3.39533614761807,0.105757118819606,Inf,3.19121953855927,3.60577982654957
"2014010-010","1","33",3.35251178217935,0.105088060918403,Inf,3.14970650251049,3.56164413172093
"W1406-001","1","33",3.19034693727092,0.102514944002391,Inf,2.99258487408545,3.39443607032911
"W1411-017","1","33",3.86869422050011,0.111604747217979,Inf,3.65304491862609,4.09052748872796
"W1425-006","1","33",3.53246551354034,0.10663827129328,Inf,3.32654995064487,3.74456429286175
"2014001-005","2","33",4.24642793307078,0.118271498976065,Inf,4.01778358961648,4.48139934639779
"2014005-019","2","33",3.36653040649118,0.105307546084473,Inf,3.16329494380168,3.57609293905339
"2014005-024","2","33",3.95191646154381,0.11409644157303,Inf,3.73145508023285,4.17870491272749
"2014006-046","2","33",3.78700023660001,0.111690410787426,Inf,3.57125458897452,4.0090729540982
"2014007-001","2","33",3.31394162912256,0.104481800828465,Inf,3.11232459739524,3.5218857307226
"2014008-016","2","33",3.97131906248699,0.114376186499286,Inf,3.75030939119571,4.19865580365099
"2014009-010","2","33",3.86029639848437,0.111476790867222,Inf,3.64489751150476,4.08187850192848
"2014009-012","2","33",3.36153728148199,0.105229422795725,Inf,3.15845493762478,3.5709466952119
"2014009-034","2","33",3.7458979981548,0.111082640779671,Inf,3.5313435578554,3.96677950832691
"2014009-041","2","33",3.58339994845503,0.107410827570183,Inf,3.37597057740911,3.79701328458352
"2014009-046","2","33",3.46109257742358,0.10677629076462,Inf,3.2549784280585,3.67353379666137
"2014010-010","2","33",3.41785420781486,0.106107232863417,Inf,3.21305138783972,3.62898409766272
"W1406-001","2","33",3.25409715223047,0.103534115947404,Inf,3.05433754873872,3.46018382559494
"W1411-017","2","33",3.93886357068625,0.112605493737482,Inf,3.72125246641454,4.16265789078817
"W1425-006","2","33",3.59953036659971,0.107652308855362,Inf,3.39162770102716,3.81361699744534
"2014001-005","1","34",3.96191542296527,0.114240691231568,Inf,3.7411713175188,4.18898659828447
"2014005-019","1","34",3.28464410732821,0.104018930066696,Inf,3.08393428562345,3.49168099890568
"2014005-024","1","34",3.8087589731085,0.112010817604988,Inf,3.59238533966019,4.03145967642951
"2014006-046","1","34",3.79499401566541,0.111808229344634,Inf,3.57901744791109,4.01729765329245
"2014007-001","1","34",3.37859206962311,0.105496026257981,Inf,3.17498719258173,3.5885240165372
"2014008-016","1","34",3.96877075444136,0.111815436507725,Inf,3.75264193225053,4.19095038919207
"2014009-010","1","34",3.70010384050027,0.111797757911138,Inf,3.48422831836567,3.92246747648199
"2014009-012","1","34",3.39708715657703,0.105784385308934,Inf,3.19291710618116,3.6075842768456
"2014009-034","1","34",3.60037117566567,0.107664883975883,Inf,3.39244386346381,3.81448245344864
"2014009-041","1","34",3.66067810213974,0.111207750827317,Inf,3.44595939319513,3.88188576604162
"2014009-046","1","34",3.50860563300857,0.107506692373956,Inf,3.30105992279494,3.7224784130949
"2014010-010","1","34",3.2491641817615,0.1034556111553,Inf,3.04955844483489,3.45509698856083
"W1406-001","1","34",3.10060013459568,0.101062747978882,Inf,2.90568432331478,3.30184301574929
"W1411-017","1","34",3.74333470531124,0.111044627722998,Inf,3.52885476923386,3.96414171126133
"W1425-006","1","34",3.61021982275334,0.107812036854348,Inf,3.40200409605545,3.8246195147243
"2014001-005","2","34",4.0329213750449,0.115259863176547,Inf,3.81017972929221,4.26199009067031
"2014005-019","2","34",3.34932496894947,0.10503810201171,Inf,3.14661760693843,3.55835940083322
"2014005-024","2","34",3.87838510891468,0.113029989550001,Inf,3.66001393516009,4.10308335254198
"2014006-046","2","34",3.86449479253864,0.112827401289648,Inf,3.64652068447804,4.08879597047196
"2014007-001","2","34",3.44418693880872,0.106515198202995,Inf,3.23858452146106,3.65611642602909
"2014008-016","2","34",4.03983783834485,0.112812110199548,Inf,3.82175557161372,4.26397091763588
"2014009-010","2","34",3.76873418400338,0.11283713345675,Inf,3.55082194385765,3.99313537924559
"2014009-012","2","34",3.46286045852509,0.106803557253948,Inf,3.25669286782294,3.67535511909994
"2014009-034","2","34",3.66807454798877,0.108665880054531,Inf,3.45818494486161,3.88414736737207
"2014009-041","2","34",3.72894351220976,0.112232604752305,Inf,3.51221570596313,3.9521594323744
"2014009-046","2","34",3.57544467576271,0.108525864318969,Inf,3.3659014252428,3.79131499615532
"2014010-010","2","34",3.31349646909952,0.104474783100314,Inf,3.11189319186663,3.52142681620513
"W1406-001","2","34",3.16345174988499,0.102081919923896,Inf,2.96653839829781,3.36669217134488
"W1411-017","2","34",3.81236297561215,0.112063799668012,Inf,3.59588549922849,4.03516752186852
"W1425-006","2","34",3.67801530055886,0.108813028196323,Inf,3.46783729245829,3.89437652508536
"2014001-005","1","35",3.91266087820516,0.113528350037599,Inf,3.69331293584357,4.13833589043946
"2014005-019","1","35",3.2718715464537,0.103816490751137,Inf,3.07155849851649,3.47851166426362
"2014005-024","1","35",3.87140669106413,0.112928255760702,Inf,3.65323491187258,4.09590554012839
"2014006-046","1","35",3.64046915145655,0.109508265379493,Inf,3.42900043023965,3.85826494254617
"2014007-001","1","35",3.32586554801576,0.104669600435384,Inf,3.12388043582257,3.53417773008167
"2014008-016","1","35",3.85598593561113,0.112703120976216,Inf,3.63825541248884,4.08004352860613
"2014009-010","1","35",3.7740757827777,0.111499656731988,Inf,3.55870400623078,3.99577462919733
"2014009-012","1","35",3.49385168031321,0.107280417351369,Inf,3.28674946099445,3.70728096950467
"2014009-034","1","35",3.73249566615496,0.109615957280072,Inf,3.52074394588321,3.95043060268286
"2014009-041","1","35",3.66965488008639,0.109946354286919,Inf,3.4573275203889,3.88830930965658
"2014009-046","1","35",3.33238835005233,0.104772190971298,Inf,3.13020216410359,3.54090160587378
"2014010-010","1","35",3.23674435618585,0.103257693968195,Inf,3.03752652981788,3.44228925242652
"W1406-001","1","35",3.07362877125946,0.100622227810629,Inf,2.8795763636428,3.27400824874883
"W1411-017","1","35",3.67652037941464,0.110049154675926,Inf,3.46399153465711,3.89537629404489
"W1425-006","1","35",3.66123840307123,0.111209052580031,Inf,3.44651672216253,3.88244819778589
"2014001-005","2","35",3.98322604298635,0.114547521982577,Inf,3.76188056031855,4.21089859552687
"2014005-019","2","35",3.33642714130707,0.10483566269615,Inf,3.13411655306358,3.54506479942327
"2014005-024","2","35",3.9416005254529,0.113947427705715,Inf,3.72143120595508,4.16809691482344
"2014006-046","2","35",3.7085467410829,0.110527437324507,Inf,3.49508047955971,3.92834007247879
"2014007-001","2","35",3.39094903584538,0.105688772380397,Inf,3.18696638334591,3.60125875821757
"2014008-016","2","35",3.92604045957636,0.113722292921229,Inf,3.7063123961478,4.15209559287764
"2014009-010","2","35",3.84338561900416,0.112518828677001,Inf,3.62601630215096,4.06708200573007
"2014009-012","2","35",3.56055070707957,0.108299589296382,Inf,3.35145094745454,3.77597753657731
"2014009-034","2","35",3.80142438321196,0.110630179410425,Inf,3.58768519875488,4.02134753325015
"2014009-041","2","35",3.73800355332773,0.110965526231932,Inf,3.52367865332397,3.95865552320421
"2014009-046","2","35",3.39753531954713,0.105791362916312,Inf,3.19335159329211,3.60804611567486
"2014010-010","2","35",3.30095417498919,0.104276865913209,Inf,3.09973880831494,3.50849661153614
"W1406-001","2","35",3.13620779850176,0.101641399755642,Inf,2.94015785057881,3.33858481629741
"W1411-017","2","35",3.74493266417549,0.11106832662094,Inf,3.53040627911167,3.96578611911201
"W1425-006","2","35",3.72950901313946,0.112248391012515,Inf,3.512750687021,3.9527562944352
"2014001-005","1","36",3.93672148795773,0.11387688200746,Inf,3.71669043548776,4.16307961030043
"2014005-019","1","36",3.27086911051701,0.10262006238173,Inf,3.0728294705498,3.47509272326869
"2014005-024","1","36",3.90996790951745,0.113489274210962,Inf,3.69069655436873,4.13556633453889
"2014006-046","1","36",3.59252748731638,0.108784813610792,Inf,3.38247670551069,3.80890533899479
"2014007-001","1","36",3.30598325993274,0.104356269867325,Inf,3.10461226436819,3.51368132536999
"2014008-016","1","36",4.13797784037562,0.115416579645704,Inf,3.91485710910454,4.3672817877533
"2014009-010","1","36",3.67466478950218,0.1100213795172,Inf,3.46219038305541,3.89346626582167
"2014009-012","1","36",3.34710304404431,0.105003255363991,Inf,3.14446398020778,3.55606917775355
"2014009-034","1","36",3.68768243741319,0.111617184480979,Inf,3.47216125354119,3.90969257681815
"2014009-041","1","36",3.58690802985129,0.108699699317755,Inf,3.37702406899451,3.80311906058078
"2014009-046","1","36",3.34991031721172,0.103846217585829,Inf,3.14946707848105,3.55653677127891
"2014010-010","1","36",3.21764620665075,0.102952611417816,Inf,3.01902633109384,3.42259315208037
"W1406-001","1","36",3.19435056324351,0.102579247793898,Inf,2.99646246694262,3.39856572941712
"W1411-017","1","36",3.73154219216944,0.112278994305309,Inf,3.51472388532328,3.95484945544084
"W1425-006","1","36",3.57200691006709,0.107233449337455,Inf,3.36492481964064,3.78527221691947
"2014001-005","2","36",4.00750231970683,0.114896053952438,Inf,3.78547372693063,4.23585798235573
"2014005-019","2","36",3.33541486365024,0.103621271081639,Inf,3.13541251044079,3.54160042914534
"2014005-024","2","36",3.98050889469458,0.114508446155976,Inf,3.75923999923958,4.20810486002229
