"genotype","rep","image","openness","SE","df","asymp.LCL","asymp.UCL"
"2014001-005","2","45",3.90556237203918,0.112128463219987,Inf,3.68888622998997,4.12842172909596
"2014005-019","2","45",3.21893225414446,0.105685085812705,Inf,3.01512565109828,3.42940357489014
"2014005-024","2","45",3.75868817079804,0.112679326167889,Inf,3.54108480595631,3.98277964813892
"2014006-046","2","45",3.75614039724519,0.111234403596268,Inf,3.54128850729106,3.97731935707202
"2014007-001","2","45",3.39737907503767,0.105788930342683,Inf,3.19320011653935,3.6078851034087
"2014008-016","2","45",3.91016558569891,0.113492143012361,Inf,3.69088860780277,4.13576963346776
"2014009-010","2","45",3.88131761566893,0.113072713334054,Inf,3.66286270483632,4.10609959637426
"2014009-012","2","45",3.3577821483952,0.103968165998795,Inf,3.15709989563108,3.56464761742373
"2014009-034","2","45",3.54225538466717,0.108020990861358,Inf,3.33370166794094,3.75713617126612
"2014009-041","2","45",3.75100673300529,0.111158363396923,Inf,3.53630387910327,3.97203665678003
"2014009-046","2","45",3.37472022115441,0.105435559988159,Inf,3.17123385582416,3.58453365635737
"2014010-010","2","45",3.28146239014297,0.103968538153237,Inf,3.08085133477371,3.48840051538495
"W1406-001","2","45",3.19743085135811,0.102628694073429,Inf,2.99944584213017,3.40174293045877
"W1411-017","2","45",3.86007260919191,0.112762828001267,Inf,3.6422250624509,4.08424722580563
"W1425-006","2","45",3.75695842932412,0.111246515544583,Inf,3.54208280038752,3.97816112813344
"2014001-005","1","46",3.95117935806591,0.114085800557944,Inf,3.73073883276128,4.17794695324325
"2014005-019","1","46",3.34214391091454,0.104925439094562,Inf,3.1396573641635,3.55095752753829
"2014005-024","1","46",3.85215279926118,0.112647089412305,Inf,3.63453209598616,4.07610057240892
"2014006-046","1","46",3.69568114932633,0.109074039882597,Inf,3.48499156801505,3.9125539476514
"2014007-001","1","46",3.3843299522283,0.105585570513884,Inf,3.18054957167033,3.59443740265899
"2014008-016","1","46",4.15035377878033,0.118404629684689,Inf,3.92152902572814,4.38566664529773
"2014009-010","1","46",3.8040259854521,0.111941200359469,Inf,3.58778879929772,4.0265902414792
"2014009-012","1","46",3.39732595407309,0.10578810328867,Inf,3.19314861657085,3.60783036144805
"2014009-034","1","46",3.42257179103425,0.106180436262211,Inf,3.21762549503392,3.63384515690729
"2014009-041","1","46",3.54598481060826,0.108077840278158,Inf,3.33731967107255,3.76097702001667
"2014009-046","1","46",3.34891646787932,0.105031696320134,Inf,3.14622166079306,3.55793834483829
"2014010-010","1","46",3.26090295213153,0.103642327903133,Inf,3.06093125710385,3.46720171703191
"W1406-001","1","46",3.26852443888915,0.103763375298576,Inf,3.06831549532598,3.47506045232503
"W1411-017","1","46",3.76945168259588,0.1114313295922,Inf,3.55421382478211,3.99101661028236
"W1425-006","1","46",3.56620291102757,0.108385515418048,Inf,3.35693473929875,3.78179815262912
"2014001-005","2","46",4.02208946584766,0.115104972502922,Inf,3.79965140023682,4.25085460133122
"2014005-019","2","46",3.4073857083188,0.105944611039575,Inf,3.20290162126148,3.61819686524882
"2014005-024","2","46",3.92217265163661,0.113666261357318,Inf,3.7025544080553,4.14811796509062
"2014006-046","2","46",3.7642706525475,0.110088210259791,Inf,3.55159370741914,3.98313156188246
"2014007-001","2","46",3.44998023021378,0.106604742458898,Inf,3.24420230934952,3.66208522095074
"2014008-016","2","46",4.22302131241688,0.119444443925999,Inf,3.99215898209164,4.46037259858839
"2014009-010","2","46",3.87360904302859,0.112960372304483,Inf,3.65537431656792,4.09817083936197
"2014009-012","2","46",3.46310155665779,0.106807275233684,Inf,3.25692667884926,3.67560350433902
"2014009-034","2","46",3.48859016406793,0.107199608207225,Inf,3.28164632776132,3.70186107024725
"2014009-041","2","46",3.61317727212272,0.109097012223171,Inf,3.40251459228073,3.83016702183742
"2014009-046","2","46",3.41422401584776,0.106050868265148,Inf,3.20953166845523,3.62524343311301
"2014010-010","2","46",3.32535077732071,0.104661499848147,Inf,3.12338154198676,3.53364708252738
"W1406-001","2","46",3.3330471666038,0.10478254724359,Inf,3.13084068273435,3.54158072034596
"W1411-017","2","46",3.83871923889298,0.112450501537214,Inf,3.62148384077293,4.06228170688574
"W1425-006","2","46",3.63358575784455,0.109404687363062,Inf,3.42232004580945,3.85117853975238
"2014001-005","1","47",3.94897735420407,0.114054005951645,Inf,3.72859914518269,4.17568263309817
"2014005-019","1","47",3.20326498721432,0.107112471787808,Inf,2.9967681227121,3.41664129671043
"2014005-024","1","47",3.83625183512676,0.112414355967069,Inf,3.6190872810224,4.05974345910384
"2014006-046","1","47",3.73858249884683,0.110974119121954,Inf,3.5242407570881,3.95925131047827
"2014007-001","1","47",3.31063466184093,0.104429656859701,Inf,3.10911983041439,3.51847656314018
"2014008-016","1","47",4.03172785523788,0.115242806668812,Inf,3.80901963962605,4.26076314072242
"2014009-010","1","47",3.74476169512553,0.112470397647475,Inf,3.52756782333313,3.96844368076503
"2014009-012","1","47",3.51153990123055,0.107551637229223,Inf,3.30390610071931,3.7255007716145
"2014009-034","1","47",3.72872152738247,0.110827668539205,Inf,3.51466682349144,3.94910330114621
"2014009-041","1","47",3.61692113927146,0.109153519133785,Inf,3.40614770791979,3.83402164049583
"2014009-046","1","47",3.42896154523003,0.106279506575361,Inf,3.22382107498399,3.64042908534878
"2014010-010","1","47",3.16797231969436,0.102154831373153,Inf,2.97091606429257,3.37135564496885
"W1406-001","1","47",3.27889924270012,0.103927925353289,Inf,3.07836778695606,3.48575776831689
"W1411-017","1","47",3.66180588348752,0.109828709640155,Inf,3.44970910306066,3.88022973378708
"W1425-006","1","47",3.72853359904893,0.109557764330349,Inf,3.51689593494769,3.94635447957611
"2014001-005","2","47",4.01986778790446,0.115073177896624,Inf,3.79749203857686,4.24857060710477
"2014005-019","2","47",3.26714349969954,0.108198194154946,Inf,3.05852012083935,3.48264924831128
"2014005-024","2","47",3.90612767512799,0.113433527912083,Inf,3.68696558071734,4.13161683941135
"2014006-046","2","47",3.80756713935905,0.111993291066968,Inf,3.59122785729404,4.03023349129677
"2014007-001","2","47",3.37556967576311,0.105448828804715,Inf,3.17205730403029,3.58540911736863
"2014008-016","2","47",4.1033539030807,0.116261978613826,Inf,3.87864814716259,4.33438672887152
"2014009-010","2","47",3.81380306114695,0.113509816798934,Inf,3.59457238587754,4.03952269151284
"2014009-012","2","47",3.578406755266,0.108570809174237,Inf,3.36877541444848,3.79436516595623
"2014009-034","2","47",3.79761554621329,0.111846840484219,Inf,3.58156330201599,4.01999486028332
"2014009-041","2","47",3.68477921661829,0.110172691078798,Inf,3.47200824496034,3.90387725814895
"2014009-046","2","47",3.49504122166165,0.107298678520375,Inf,3.28790321110933,3.70850630208669
"2014010-010","2","47",3.23149970172733,0.103174003318167,Inf,3.03244590601926,3.43688056730811
"W1406-001","2","47",3.34352379180975,0.104947097298303,Inf,3.14099479575941,3.5523798577328
"W1411-017","2","47",3.73008175977922,0.110847881585169,Inf,3.51598743904609,3.95050315038507
"W1425-006","2","47",3.79742588966784,0.110571978676459,Inf,3.58380077639918,4.01723496820957
"2014001-005","1","48",4.08977890762358,0.116069506388008,Inf,3.8654503903361,4.32043449478378
"2014005-019","1","48",3.30719393466859,0.105702294710985,Inf,3.10326572587718,3.51761110731072
"2014005-024","1","48",3.82124720720294,0.112194298967252,Inf,3.60451395689276,4.04430752738583
"2014006-046","1","48",3.58871400838126,0.108727060573986,Inf,3.3787764204477,3.80497866618754
"2014007-001","1","48",3.23800112425856,0.103277738550697,Inf,3.03874401123081,3.44358530715903
"2014008-016","1","48",3.90354162283205,0.113395972354757,Inf,3.68445313596118,4.12895717957562
"2014009-010","1","48",3.63306639796672,0.10939686830506,Inf,3.42181601100369,3.85064385480247
"2014009-012","1","48",3.33791365041259,0.104859014294483,Inf,3.13555729387739,3.54659707682051
"2014009-034","1","48",3.44313567825456,0.106498941278783,Inf,3.23756512389285,3.65503330248897
"2014009-041","1","48",3.54522181094232,0.108066211944017,Inf,3.33657946252274,3.76019122923463
"2014009-046","1","48",3.52593710271534,0.107771890841416,Inf,3.31787161305673,3.74032966224665
"2014010-010","1","48",3.16793163705363,0.102154175442288,Inf,2.97087666725271,3.37131367672726
"W1406-001","1","48",3.20401426131,0.104033524569762,Inf,3.00335635620921,3.41116027889221
"W1411-017","1","48",3.7547781613157,0.111214231128492,Inf,3.5399658086719,3.97591758383221
"W1425-006","1","48",3.63104661869779,0.109366454844227,Inf,3.41985584102263,3.84856446624565
"2014001-005","2","48",4.16191650630594,0.117088678332986,Inf,3.93559044871225,4.39456963377235
"2014005-019","2","48",3.37209536039076,0.106727395742939,Inf,3.16615756326491,3.58452126690474
"2014005-024","2","48",3.89098687884654,0.113213470912265,Inf,3.67225608823009,4.11604473933571
"2014006-046","2","48",3.6563081988182,0.109746232519,Inf,3.44437307057836,3.87457039693075
"2014007-001","2","48",3.30222334638414,0.10429691049571,Inf,3.1009686930501,3.50980506959088
"2014008-016","2","48",3.974024874056,0.11441514429977,Inf,3.75293884687885,4.20143797110586
"2014009-010","2","48",3.70107505655846,0.110416040250074,Inf,3.48782712928914,3.92065005370048
"2014009-012","2","48",3.40311434503012,0.105878186239497,Inf,3.19876044818864,3.61379531174432
"2014009-034","2","48",3.50935113797504,0.107518113223796,Inf,3.30178304330706,3.72324630251574
"2014009-041","2","48",3.6124070769976,0.10908538388903,Inf,3.40176718827173,3.82937403559618
"2014009-046","2","48",3.59294024676954,0.10879106278643,Inf,3.38287721680466,3.80933034660714
"2014010-010","2","48",3.23145861320527,0.103173347387302,Inf,3.03240610309807,3.43683819318517
"W1406-001","2","48",3.26790020737709,0.1050724294336,Inf,3.06520650880795,3.47708286372392
"W1411-017","2","48",3.82391137995815,0.112233403073505,Inf,3.60710148700807,4.04704834278094
"W1425-006","2","48",3.69903645784267,0.110385626789241,Inf,3.48584813986124,3.91855184569682
"2014001-005","1","49",3.87792445527868,0.113023276804889,Inf,3.65956643826276,4.10260954216732
"2014005-019","1","49",3.37485798178112,0.105437711977011,Inf,3.17136739863023,3.58467563480472
"2014005-024","1","49",3.87627328940401,0.112999212379497,Inf,3.65796243779516,4.10091121088557
"2014006-046","1","49",3.69633667902955,0.109090303831939,Inf,3.48561559455973,3.91324172770599
"2014007-001","1","49",3.13517547689685,0.101624670116608,Inf,2.93915831846389,3.33751970520252
"2014008-016","1","49",3.87835956765318,0.113029617367612,Inf,3.65998912336268,4.1030570818164
"2014009-010","1","49",3.62931550223409,0.109340381281792,Inf,3.41817582780225,3.84678224653863
"2014009-012","1","49",3.28656565593179,0.104049351658699,Inf,3.08579620900236,3.49366217273394
"2014009-034","1","49",3.49917260969951,0.107362077136493,Inf,3.29191034014293,3.7127619491288
"2014009-041","1","49",3.63554862978031,0.109434233713533,Inf,3.4242250079624,3.85319932147093
"2014009-046","1","49",3.29571733918309,0.104194117478637,Inf,3.09466415646038,3.50309759177851
"2014010-010","1","49",3.26934023232174,0.103776323679478,Inf,3.06910591039835,3.47590162411785
"W1406-001","1","49",3.17525146818303,0.102272126199799,Inf,2.97796531914545,3.37886468709333
"W1411-017","1","49",3.80650511456676,0.111977671126164,Inf,3.59019644702316,4.02914085198307
"W1425-006","1","49",3.48069997109355,0.10707831216051,Inf,3.27399387066996,3.69373314138984
"2014001-005","2","49",3.94817708743135,0.114042448749868,Inf,3.72782153010921,4.1748597146262
"2014005-019","2","49",3.44041676686183,0.106456883922024,Inf,3.23492864340465,3.65223196019171
"2014005-024","2","49",3.94651103080893,0.11401838432451,Inf,3.7262026388938,4.17314649259677
"2014006-046","2","49",3.7649322371247,0.110091232415092,Inf,3.55224899508438,3.9837986961788
"2014007-001","2","49",3.19837480216435,0.102643842061621,Inf,3.00036010342511,3.4027165707763
"2014008-016","2","49",3.94861612326214,0.114048789312626,Inf,3.72824813866536,4.17531117773164
"2014009-010","2","49",3.69728920740379,0.110359553226806,Inf,3.48415199266568,3.91675349201462
"2014009-012","2","49",3.35126534203136,0.105068523603713,Inf,3.14849835479564,3.56035939913979
"2014009-034","2","49",3.56592216645962,0.108381249081506,Inf,3.35666235659676,3.78150904619519
"2014009-041","2","49",3.70358040959204,0.110453405658546,Inf,3.49025924746785,3.92322864158894
"2014009-046","2","49",3.36050660445514,0.10521328942365,Inf,3.15745588142615,3.56988439735684
"2014010-010","2","49",3.33387097232304,0.104795495624492,Inf,3.13163911009337,3.54242990442543
"W1406-001","2","49",3.23885143070158,0.103291298144812,Inf,3.03956774135772,3.44446218991816
"W1411-017","2","49",3.87611073977075,0.112996843071178,Inf,3.65780453192088,4.10074401749334
"W1425-006","2","49",3.54727393784396,0.108097484105524,Inf,3.3385702971141,3.76230464844653
"2014001-005","1","5",3.85073656183195,0.114050709139657,Inf,3.63044533565322,4.07751590030318
"2014005-019","1","5",3.21064196164637,0.102840495584505,Inf,3.01224182908484,3.4153691640806
"2014005-024","1","5",3.95709492279496,0.114171171210967,Inf,3.73648707408506,4.18402984137757
"2014006-046","1","5",3.66973535817104,0.10994755988033,Inf,3.45740563555388,3.8883921506609
"2014007-001","1","5",3.2705626666,0.103795723293781,Inf,3.07029032213126,3.47716208094145
"2014008-016","1","5",3.94349737050165,0.113974842282001,Inf,3.72327431942165,4.17004749145436
"2014009-010","1","5",3.63598478447921,0.108189511721886,Inf,3.42702884623159,3.85112393919133
"2014009-012","1","5",3.32783691605008,0.104700616682702,Inf,3.12579101312921,3.53620988884367
"2014009-034","1","5",3.60186831612356,0.108926145955809,Inf,3.39154052801177,3.81852317410805
"2014009-041","1","5",3.57337402357483,0.108494434401338,Inf,3.36389237456152,3.78918274246085
"2014009-046","1","5",3.3832487323626,0.106903779921524,Inf,3.17696523022697,3.59602034714173
"2014010-010","1","5",3.30268828942596,0.104304252581779,Inf,3.10141924586766,3.51028440285697
"W1406-001","1","5",3.06523316106751,0.10048470914205,Inf,2.87145028508846,3.26534310691926
"W1411-017","1","5",3.70378227322589,0.11186057826453,Inf,3.4877840467502,3.92626945612681
"W1425-006","1","5",3.58591576018203,0.108684663125818,Inf,3.37606126971992,3.80209732051686
"2014001-005","2","5",3.92074359965395,0.11509027147048,Inf,3.69841529167516,4.14956086578132
"2014005-019","2","5",3.27459362361417,0.103859667529519,Inf,3.07419595074637,3.48131836635469
"2014005-024","2","5",4.02805785680642,0.11519034315598,Inf,3.80545246779024,4.25699031569531
"2014006-046","2","5",3.73808477741762,0.110966731825344,Inf,3.52375751449419,3.95873911021377
"2014007-001","2","5",3.33510541082575,0.104814895238795,Inf,3.13283552605073,3.54370236547348
"2014008-016","2","5",4.01433881877154,0.114994014227015,Inf,3.79211822738526,4.24288648003053
"2014009-010","2","5",3.70402062612137,0.10920364226106,Inf,3.49307740291066,3.9211478145352
"2014009-012","2","5",3.39293959632284,0.105719788627716,Inf,3.18889615309569,3.60331010942271
"2014009-034","2","5",3.6695856979586,0.109945317900822,Inf,3.45726036954053,3.88823809624937
"2014009-041","2","5",3.64082426801643,0.109513606346351,Inf,3.42934507869684,3.85863052720873
"2014009-046","2","5",3.44888857296563,0.107942867771152,Inf,3.24056891847594,3.66369718491479
"2014010-010","2","5",3.36754570484148,0.105323424526793,Inf,3.1642791209769,3.57713935857877
"W1406-001","2","5",3.12772709357863,0.101503881087063,Inf,2.9319466772933,3.32983457973666
"W1411-017","2","5",3.77244656574587,0.112885370724735,Inf,3.55443936132909,3.99694188333296
"W1425-006","2","5",3.65348371563944,0.109703835070832,Inf,3.44163168487105,3.87166281628055
"2014001-005","1","50",3.99366925428243,0.114697583881118,Inf,3.77202965569804,4.22163592273954
"2014005-019","1","50",3.2490394401735,0.104761927450415,Inf,3.04695389011375,3.45761309962138
"2014005-024","1","50",3.98705516362295,0.114602566676789,Inf,3.76560179533695,4.21483560178167
"2014006-046","1","50",3.64638976463447,0.110990497258937,Inf,3.43209686435367,3.86717161886108
"2014007-001","1","50",3.26776308862473,0.103751289589001,Inf,3.06757783261706,3.47427541450511
"2014008-016","1","50",3.96468137339641,0.117342837385061,Inf,3.73802898564406,4.19800445588098
"2014009-010","1","50",3.6270150038562,0.109305722233484,Inf,3.41594325991078,3.84441381767432
"2014009-012","1","50",3.32473755174901,0.104651849126832,Inf,3.12278723148126,3.53301494188948
"2014009-034","1","50",3.68821218315686,0.110224000952154,Inf,3.47534064599509,3.90741079019135
"2014009-041","1","50",3.44501627070317,0.106528021423055,Inf,3.23938872030603,3.65697089097303
"2014009-046","1","50",3.36084265542055,0.105218549961386,Inf,3.15778162192706,3.57023075878675
"2014010-010","1","50",3.26195925251638,0.103659112911484,Inf,3.06195465947686,3.46829091542862
"W1406-001","1","50",3.07286663280836,0.100609751869477,Inf,2.87883867758703,3.2732216579024
"W1411-017","1","50",3.67175357954437,0.10997778931011,Inf,3.45936460833358,3.89046962062788
"W1425-006","1","50",3.71136613551348,0.110569443163816,Inf,3.4978175440581,3.93124179684156
"2014001-005","2","50",4.0649579254837,0.115716755826096,Inf,3.8413207865931,4.29492213424702
"2014005-019","2","50",3.3133704986333,0.105800954246992,Inf,3.10924892070459,3.52398104041274
"2014005-024","2","50",4.05828503943638,0.115621738621803,Inf,3.8348341308441,4.28806301790138
"2014006-046","2","50",3.71452243386094,0.112015378360755,Inf,3.49822038377585,3.93731259837926
"2014007-001","2","50",3.33227833786233,0.104770461534015,Inf,3.13009554154838,3.54078820404899
"2014008-016","2","50",4.03571199695881,0.118405252825172,Inf,3.80697821105531,4.27111827329071
"2014009-010","2","50",3.69496726246574,0.110324894178497,Inf,3.48189797821405,3.91436361659014
"2014009-012","2","50",3.38981005530395,0.105671021071846,Inf,3.18586219472992,3.6000849857507
"2014009-034","2","50",3.75673266047823,0.111243172897168,Inf,3.54186358301017,3.97792880781899
"2014009-041","2","50",3.51124972483187,0.107547193368068,Inf,3.30362463412845,3.725201885408
"2014009-046","2","50",3.426265825948,0.106237721906399,Inf,3.22120725214823,3.63765146962048
"2014010-010","2","50",3.32641746404648,0.104678284856498,Inf,3.12441533070068,3.534746667265
"W1406-001","2","50",3.13543794010347,0.101628923814491,Inf,2.93941244457586,3.33779050550379
"W1411-017","2","50",3.74012170436182,0.110996961255124,Inf,3.52573519284475,3.96083528575161
"W1425-006","2","50",3.78010036790128,0.11158861510883,Inf,3.56455423613963,4.00197356953564
"2014001-005","1","51",3.97388655646664,0.114413153149152,Inf,3.75280443187299,4.201295750933
"2014005-019","1","51",3.35590451972345,0.105141221962261,Inf,3.15299504632325,3.56514106299637
"2014005-024","1","51",3.86636014059831,0.112854628261677,Inf,3.64833266865313,4.09071468241621
"2014006-046","1","51",3.67227446764332,0.109985589954789,Inf,3.4598702074499,3.89100579770945
"2014007-001","1","51",3.42212479263686,0.106173502290109,Inf,3.21719208697212,3.63338456817431
"2014008-016","1","51",3.98999121231338,0.114644755307178,Inf,3.76845515583126,4.21785433866821
"2014009-010","1","51",3.75659162486489,0.111241084726703,Inf,3.54172664013574,3.97778367946675
"2014009-012","1","51",3.47043868155299,0.106920359367745,Inf,3.26404216291448,3.68316227006421
"2014009-034","1","51",3.67414427465437,0.110013586998286,Inf,3.46168514126402,3.89293047791743
"2014009-041","1","51",3.52989504607437,0.107832362056581,Inf,3.32171103501194,3.74440612700951
"2014009-046","1","51",3.38101424523934,0.105533835516249,Inf,3.17733526341347,3.59102029693792
"2014010-010","1","51",3.24040417981889,0.103316054799651,Inf,3.04107196832316,3.44606346118733
"W1406-001","1","51",3.24779015650502,0.10343373388991,Inf,3.04822729823066,3.4536800846521
"W1411-017","1","51",3.69240446961666,0.11028662741276,Inf,3.47941018684762,3.91172582225842
"W1425-006","1","51",3.56039179810356,0.10829717253978,Inf,3.35129677523442,3.7758138908454
"2014001-005","2","51",4.04499922569723,0.115432325094131,Inf,3.82191956079737,4.2744059604698
"2014005-019","2","51",3.42127984070898,0.106160393907274,Inf,3.21637282700249,3.63251392428818
"2014005-024","2","51",3.93650841526562,0.113873800206691,Inf,3.71648340301416,4.1628604973898
"2014006-046","2","51",3.7406474193964,0.111004761899803,Inf,3.5262456188967,3.96137628976882
"2014007-001","2","51",3.48813887502042,0.107192674235123,Inf,3.2812086290494,3.70139619086415
"2014008-016","2","51",4.06124719389266,0.115663927252191,Inf,3.83771359710426,4.29110786055377
"2014009-010","2","51",3.82574146015833,0.112260256671717,Inf,3.6088789351229,4.04893105506647
"2014009-012","2","51",3.53691490920676,0.107939531312759,Inf,3.32852085026197,3.75163603802425
"2014009-034","2","51",3.74253455060725,0.1110327589433,Inf,3.52807787691062,3.96331829417659
"2014009-041","2","51",3.59693560891579,0.108851534001595,Inf,3.38675405754709,3.81344423015721
"2014009-046","2","51",3.44663251029332,0.106553007461262,Inf,3.24095598816117,3.65863610229817
"2014010-010","2","51",3.30465011153196,0.104335226744665,Inf,3.10332035972995,3.51230693320668
"W1406-001","2","51",3.31210890648091,0.104452905834923,Inf,3.11054850790026,3.51999637493427
"W1411-017","2","51",3.76096369936259,0.111305799357773,Inf,3.54597187628727,3.98228259231062
"W1425-006","2","51",3.62771997951725,0.109316344484794,Inf,3.41662741634183,3.84513961256537
"2014001-005","1","6",3.8952712855021,0.113275784036568,Inf,3.67641836340625,4.12045127747067
"2014005-019","1","6",3.27660730745163,0.103891596436657,Inf,3.07614705507577,3.4833946297002
"2014005-024","1","6",3.90561175961194,0.113426036599143,Inf,3.68646434790485,4.13108624119174
"2014006-046","1","6",3.69533238165552,0.10907548286756,Inf,3.48464034574209,3.91220838177556
"2014007-001","1","6",3.36018669826048,0.10520828137158,Inf,3.15714579083319,3.56955467556049
"2014008-016","1","6",3.73505887254046,0.109653587625361,Inf,3.52323339807243,3.95306756311506
"2014009-010","1","6",3.67039999449523,0.109957515888939,Inf,3.45805075845978,3.8890763004034
"2014009-012","1","6",3.31133108984828,0.104440640239158,Inf,3.10979473139358,3.51919451817569
"2014009-034","1","6",3.71263912514236,0.109330619064117,Inf,3.50144703215978,3.93001518370606
"2014009-041","1","6",3.56594605854958,0.108381612164336,Inf,3.35668553705745,3.78153364991442
"2014009-046","1","6",3.50892108319912,0.107511525097823,Inf,3.30136590102076,3.72280333525018
"2014010-010","1","6",3.29901339669455,0.104246206894207,Inf,3.09785812059335,3.50649574266847
"W1406-001","1","6",3.21152270432784,0.101684792155006,Inf,3.01531615769113,3.41391321848964
"W1411-017","1","6",3.69374230619185,0.111708863266334,Inf,3.47804143564855,3.91593213316039
"W1425-006","1","6",3.50577082517813,0.10746325312363,Inf,3.29831025433066,3.71955846589831
"2014001-005","2","6",3.96568016578618,0.114294955981547,Inf,3.74482970338411,4.19285769806096
"2014005-019","2","6",3.3412093767087,0.10491076838167,Inf,3.13875158402656,3.54999423926355
"2014005-024","2","6",3.97611361419223,0.114445208544157,Inf,3.75496866217886,4.2035856360783
"2014006-046","2","6",3.76391866322593,0.11007641234613,Inf,3.55126446798703,3.98275607547862
"2014007-001","2","6",3.42560351472053,0.106227453316594,Inf,3.22056506698696,3.63696903232682
"2014008-016","2","6",3.80401114489622,0.110667815789861,Inf,3.5901981946266,4.02400806101828
"2014009-010","2","6",3.73875557438811,0.110976687833953,Inf,3.52440879804638,3.95942942060256
"2014009-012","2","6",3.37627290014023,0.105459812184172,Inf,3.17273900137925,3.58613386877392
"2014009-034","2","6",3.78138509028423,0.110331514219281,Inf,3.56823090418274,4.00072249264186
"2014009-041","2","6",3.63332649008485,0.10940078410935,Inf,3.42206842828643,3.85091162175597
"2014009-046","2","6",3.5757631163788,0.108530697042837,Inf,3.36621039389416,3.79164290873614
"2014010-010","2","6",3.36383489420722,0.105265378839221,Inf,3.16068207779973,3.57331478048741
"W1406-001","2","6",3.27548309405095,0.102686125675878,Inf,3.07731359360658,3.47983580967993
"W1411-017","2","6",3.7623138979263,0.112733665584717,Inf,3.54460403012022,3.98651187890267
"W1425-006","2","6",3.57258298829936,0.108482425068644,Inf,3.36312487714561,3.78836816932583
"2014001-005","1","7",3.93109988767465,0.113795545416001,Inf,3.71122825199456,4.15729859322747
"2014005-019","1","7",3.15198636960385,0.100731697079465,Inf,2.95764747736933,3.35250847412403
"2014005-024","1","7",3.80600558042402,0.111970323374939,Inf,3.58971131420819,4.02862691651256
"2014006-046","1","7",3.73116820977285,0.110864023578817,Inf,3.51704225131353,3.95162123810489
"2014007-001","1","7",3.43134881480869,0.10631649644603,Inf,3.22613584574835,3.64288885374175
"2014008-016","1","7",4.01762574322909,0.115041082911937,Inf,3.79531289891557,4.24626565741533
"2014009-010","1","7",3.75691517976746,0.111245875215922,Inf,3.54204080585198,3.97811662355566
"2014009-012","1","7",3.26136468266188,0.102464590114395,Inf,3.06362938447921,3.46528319710896
"2014009-034","1","7",3.53132372742144,0.107854181756196,Inf,3.32309695053362,3.74587757418198
"2014009-041","1","7",3.69745075008795,0.110361964126079,Inf,3.48430881007409,3.91691975997452
"2014009-046","1","7",3.35944505698616,0.103993899615041,Inf,3.15871236679707,3.56636096251177
"2014010-010","1","7",3.36765499349564,0.105325133569956,Inf,3.16438505996801,3.57725199689598
"W1406-001","1","7",3.08801653147569,0.100857460874062,Inf,2.89350307552673,3.28885705729737
"W1411-017","1","7",3.79070259389552,0.111744994463414,Inf,3.57484996423096,4.01288229343279
"W1425-006","1","7",3.65858239261945,0.10978035784301,Inf,3.44658037997358,3.87691147513802
"2014001-005","2","7",4.00183038941796,0.11481471736098,Inf,3.77996121343166,4.23002663527699
"2014005-019","2","7",3.21535406230039,0.10174547250065,Inf,3.01902858700134,3.41786351038391
"2014005-024","2","7",3.87560665893685,0.112989495319953,Inf,3.65731485241474,4.10022553533167
"2014006-046","2","7",3.8000847246208,0.111883195523831,Inf,3.58396122585519,4.02253529325912
"2014007-001","2","7",3.49745138008249,0.107335668391043,Inf,3.29024087071587,3.71098895932183
"2014008-016","2","7",4.08912696708227,0.11606025485695,Inf,3.86481658246246,4.31976442157478
"2014009-010","2","7",3.8260679793522,0.112265047160935,Inf,3.60919606513043,4.04926696344668
"2014009-012","2","7",3.32581704814031,0.103478378737859,Inf,3.12609513541857,3.53172292642817
"2014009-034","2","7",3.59837779200407,0.10887335370121,Inf,3.38815347480997,3.81492917907089
"2014009-041","2","7",3.76605659719451,0.111381136071092,Inf,3.55091711687437,3.98752314738736
"2014009-046","2","7",3.4248546886345,0.105007802995042,Inf,3.2221351602933,3.63375818422522
"2014010-010","2","7",3.43314411654875,0.10634430551497,Inf,3.22787664271485,3.64473866025538
"W1406-001","2","7",3.15074111782283,0.101876632819076,Inf,2.95423012156758,3.35357918395078
"W1411-017","2","7",3.86016424186157,0.112764166408428,Inf,3.64231407189072,4.08434148170512
"W1425-006","2","7",3.72682834945933,0.110799529788024,Inf,3.51282879650718,3.94715497228418
"2014001-005","1","8",4.00418224643064,0.114848450441887,Inf,3.78224695482067,4.23244460791333
"2014005-019","1","8",3.21504282755771,0.102910953806136,Inf,3.01650459941937,3.41990812556876
"2014005-024","1","8",3.97794646470333,0.114471583141535,Inf,3.75674981942899,4.20547017985037
"2014006-046","1","8",3.73436316529361,0.110911479202793,Inf,3.52014419552043,3.95490920493951
"2014007-001","1","8",3.36112579843239,0.105222982074511,Inf,3.1580560781568,3.5705225885807
"2014008-016","1","8",3.87344003855529,0.112957908062965,Inf,3.65521014191925,4.09799700506404
"2014009-010","1","8",3.62013069466982,0.109201938295875,Inf,3.40926236350429,3.83732609570805
"2014009-012","1","8",3.38269103878041,0.10556000170574,Inf,3.17896077216553,3.59274837526801
"2014009-034","1","8",3.52204572910726,0.107712403610793,Inf,3.31409683227822,3.73632169580902
"2014009-041","1","8",3.40128088291537,0.105849660927516,Inf,3.19698289465802,3.61190594104544
"2014009-046","1","8",3.57732922447911,0.10855446150813,Inf,3.36772992449839,3.79325559433254
"2014010-010","1","8",3.21579444337415,0.102922982414236,Inf,3.01723263959716,3.42068331702386
