"genotype","rep","image","width","SE","df","asymp.LCL","asymp.UCL"
"2014005-024","2","27",2.17656705344092,0.118584930970124,Inf,1.95034959337494,2.41519398099617
"2014006-046","2","27",1.68730575503828,0.104409585950427,Inf,1.48887146067934,1.89814951688649
"2014007-001","2","27",2.05445956017458,0.115210557494563,Inf,1.83485575059108,2.28647283724733
"2014008-016","2","27",2.34300186037591,0.123035318071053,Inf,2.10806180187484,2.59035138636623
"2014009-010","2","27",2.14326470372313,0.11767423551559,Inf,1.91883217394892,2.3801067009866
"2014009-012","2","27",2.48131801043034,0.126614864203305,Inf,2.23936217042907,2.73568331792088
"2014009-034","2","27",2.21137055202394,0.119529262691489,Inf,1.98330223579463,2.45184833574252
"2014009-041","2","27",2.04411057152235,0.11424364848183,Inf,1.82632904733735,2.27415592031103
"2014009-046","2","27",2.02394360118274,0.115132830202451,Inf,1.80457719054676,2.2558895918167
"2014010-010","2","27",1.96997558432854,0.112816832321617,Inf,1.75506338987291,2.19729724627344
"W1406-001","2","27",1.77218529035709,0.106373738324948,Inf,1.56982850625107,1.98680589828664
"W1411-017","2","27",2.38422164254893,0.124960655965394,Inf,2.14559304754183,2.63542981789517
"W1425-006","2","27",2.31430350296119,0.123985406522806,Inf,2.07767563643881,2.56368949922532
"2014001-005","1","28",2.5626109995137,0.12867222847892,Inf,2.31662279962917,2.82100866688755
"2014005-019","1","28",1.82571386021206,0.108607504746481,Inf,1.61905179620283,2.04478539171056
"2014005-024","1","28",2.24968769305656,0.120560376582411,Inf,2.01959843073708,2.4921864228653
"2014006-046","1","28",1.68864108845219,0.10445089264152,Inf,1.49012583446639,1.89956580992726
"2014007-001","1","28",2.02741470078554,0.114449730730728,Inf,1.80930208425764,2.2579367848027
"2014008-016","1","28",2.25741412604922,0.120060164356925,Inf,2.02823281983374,2.4988600160688
"2014009-010","1","28",2.18822042432174,0.118901959893584,Inf,1.96138159898372,2.42746871714902
"2014009-012","1","28",2.38017086312401,0.124007384263323,Inf,2.14332558989551,2.62942560384177
"2014009-034","1","28",2.24937612793481,0.119158345509887,Inf,2.02189216146484,2.48898429277836
"2014009-041","1","28",2.08214006399724,0.115984098176848,Inf,1.86102014253589,2.31566945294785
"2014009-046","1","28",2.08643555378888,0.115423917900568,Inf,1.86634112393435,2.31879456801359
"2014010-010","1","28",1.81578559928402,0.108311797516622,Inf,1.60970311079527,2.03427755526202
"W1406-001","1","28",1.58469315373933,0.101184984722847,Inf,1.39257896165095,1.78921681331698
"W1411-017","1","28",2.18530892457566,0.118822832066503,Inf,1.9586251869289,2.42440212971169
"W1425-006","1","28",2.38636423752248,0.124168617476947,Inf,2.14920295300217,2.63593498953206
"2014001-005","2","28",2.62609343506653,0.130256248704174,Inf,2.37700061258971,2.88759572503265
"2014005-019","2","28",1.87935761332201,0.110191524971844,Inf,1.66959092672028,2.101533767413
"2014005-024","2","28",2.30919250420271,0.122144396807774,Inf,2.07599861929073,2.55479585660395
"2014006-046","2","28",1.74024665817697,0.106034912866883,Inf,1.53862678159866,1.95427600224453
"2014007-001","2","28",2.0839231734394,0.116033750956091,Inf,1.862705934319,2.31754988004906
"2014008-016","2","28",2.31702036633887,0.121631144384827,Inf,2.08475961611111,2.56154494089642
"2014009-010","2","28",2.24691203537716,0.120485980118947,Inf,2.01696858744665,2.48926495079694
"2014009-012","2","28",2.44136590506543,0.125591404488686,Inf,2.20141600924444,2.69372526837569
"2014009-034","2","28",2.30887684534339,0.120724053134597,Inf,2.07832414831867,2.55155374074169
"2014009-041","2","28",2.13940090953471,0.117568118402211,Inf,1.91517636548086,2.37603492107781
"2014009-046","2","28",2.14375503354573,0.116995036764942,Inf,1.92058088706651,2.37919300392496
"2014010-010","2","28",1.86928435316201,0.109895817741985,Inf,1.66009724208077,2.09088093173251
"W1406-001","2","28",1.63469729444228,0.10276900494821,Inf,1.4394784797614,1.84232557661242
"W1411-017","2","28",2.24396173551734,0.120406852291866,Inf,2.01417337527808,2.48615956324586
"W1425-006","2","28",2.44763833972954,0.12575263770231,Inf,2.20737243261673,2.70031371433161
"2014001-005","1","29",2.61925124531392,0.129324827549352,Inf,2.37191153330958,2.87885554191675
"2014005-019","1","29",1.78302079400019,0.108063279702972,Inf,1.57751044664922,2.00111071918742
"2014005-024","1","29",2.37973058891095,0.123995914545038,Inf,2.1429077959172,2.62896284939396
"2014006-046","1","29",1.88754292866284,0.110431227203095,Inf,1.67730643432084,2.11018889049409
"2014007-001","1","29",1.99936110795564,0.114431503594901,Inf,1.78136927241706,2.2299325239026
"2014008-016","1","29",2.24148808812364,0.119025271307896,Inf,2.01427269530215,2.48084318532932
"2014009-010","1","29",2.06036906803296,0.114700634161047,Inf,1.84169224780747,2.29131047172658
"2014009-012","1","29",2.37311235030248,0.123094605124414,Inf,2.13798326980162,2.62050525527168
"2014009-034","1","29",2.55245378542109,0.128416971436062,Inf,2.30696588014733,2.81035115818411
"2014009-041","1","29",1.97882003525105,0.113069801320697,Inf,1.76341203066801,2.20663750732334
"2014009-046","1","29",2.02292518375111,0.114322941479251,Inf,1.80506106958972,2.25319876540175
"2014010-010","1","29",1.84145923939717,0.109074827472487,Inf,1.63388123967581,2.0614467066078
"W1406-001","1","29",1.7983909426298,0.107791752524354,Inf,1.59332772359624,2.01586362915262
"W1411-017","1","29",2.38299146188729,0.124080839391495,Inf,2.14600221925309,2.63239017201075
"W1425-006","1","29",2.27426532432302,0.121217143192758,Inf,2.04288882310101,2.51805129303429
"2014001-005","2","29",2.68342714008332,0.130895513313337,Inf,2.43300856011469,2.94610954377874
"2014005-019","2","29",1.83603819331817,0.109662031040455,Inf,1.62739479960109,2.0572620622227
"2014005-024","2","29",2.44092000670736,0.125579934770401,Inf,2.20099259112111,2.69325688978286
"2014006-046","2","29",1.94208093909495,0.112015247428458,Inf,1.72873982216046,2.1678315235187
"2014007-001","2","29",2.05547995756145,0.116030453965132,Inf,1.8343546824956,2.28918570425858
"2014008-016","2","29",2.3008850678501,0.120584953908347,Inf,2.07061204604255,2.54329637951811
"2014009-010","2","29",2.11733180099242,0.116271782914091,Inf,1.89557520635498,2.35135222021474
"2014009-012","2","29",2.4342171627082,0.124673161102351,Inf,2.19599454891964,2.68470436011838
"2014009-034","2","29",2.61581105638076,0.130000991661425,Inf,2.36721852851451,2.87681305173628
"2014009-041","2","29",2.0346518632902,0.114653821546061,Inf,1.81613923611467,2.26557395795499
"2014009-046","2","29",2.07937148564204,0.115906961704615,Inf,1.85840274888816,2.31274968988517
"2014010-010","2","29",1.89533214292857,0.11065884769785,Inf,1.68464952061471,2.11842423273169
"W1406-001","2","29",1.85163469386717,0.109375772749717,Inf,1.64346685224112,2.07221200298249
"W1411-017","2","29",2.44422252235005,0.125664859616859,Inf,2.20412865712335,2.696725855066
"W1425-006","2","29",2.33409217918153,0.122801163418121,Inf,2.09961105536703,2.5809827704853
"2014001-005","1","3",2.56050165375151,0.128619260998726,Inf,2.31461726822051,2.81879550677184
"2014005-019","1","3",1.66384793487299,0.103681266981113,Inf,1.46684111946316,1.87326421777208
"2014005-024","1","3",2.11910407600571,0.117808362496512,Inf,1.89449371839283,2.35629401353443
"2014006-046","1","3",1.80716746601391,0.108054455535072,Inf,1.60158935854072,2.02515504097637
"2014007-001","1","3",1.92270158758913,0.111454965575369,Inf,1.71045860290789,2.14735403975964
"2014008-016","1","3",2.28579629119382,0.121524051891494,Inf,2.05381825997574,2.53018378990116
"2014009-010","1","3",1.84193671405343,0.108450275760837,Inf,1.63551037118281,2.06062764039216
"2014009-012","1","3",2.41086367191506,0.124804373934266,Inf,2.17245632763546,2.66168048368392
"2014009-034","1","3",2.12110514147026,0.117064328410295,Inf,1.89786800765634,2.35675174277344
"2014009-041","1","3",2.10180643867158,0.116530561386541,Inf,1.87961546900035,2.33640687583206
"2014009-046","1","3",2.09987790333916,0.116477087175955,Inf,1.87779174119479,2.3343735329728
"2014010-010","1","3",1.83852468128595,0.108987881740168,Inf,1.63111709206854,2.05834173799262
"W1406-001","1","3",1.74930655358338,0.106310568656879,Inf,1.54714640158456,1.96387617307147
"W1411-017","1","3",2.03752214543816,0.113408235259375,Inf,1.82130818796633,2.26586030128357
"W1425-006","1","3",2.30663623010044,0.122076771216482,Inf,2.07357488891183,2.55210703877831
"2014001-005","2","3",2.6239581168452,0.130203281223981,Inf,2.3749691087219,2.88535659245779
"2014005-019","2","3",1.71507612075866,0.105265287206476,Inf,1.51496468275633,1.92759702625024
"2014005-024","2","3",2.17686752629013,0.119407438022483,Inf,1.94912348443598,2.41719204045651
"2014006-046","2","3",1.8605400329546,0.109638475760435,Inf,1.65185730288891,2.08163223050955
"2014007-001","2","3",1.97774158533409,0.113038985800732,Inf,1.76239397806035,2.20549866009709
"2014008-016","2","3",2.34577363789395,0.123108072116858,Inf,2.11069098408337,2.59326575919378
"2014009-010","2","3",1.89581655117811,0.110021617890428,Inf,1.68631005488449,2.11758687205662
"2014009-012","2","3",2.47244951556336,0.126388394159629,Inf,2.23093754869127,2.72637094992472
"2014009-034","2","3",2.17889567495031,0.118648348635658,Inf,1.95255391854389,2.41764689884598
"2014009-041","2","3",2.15933524095037,0.118114581611904,Inf,1.93403964868665,2.39704030070335
"2014009-046","2","3",2.15738048468495,0.118061107401318,Inf,1.93218969994808,2.39498073691108
"2014010-010","2","3",1.89235495121515,0.110571901965531,Inf,1.68184273940524,2.11527663051431
"W1406-001","2","3",1.80182401035958,0.107894588882243,Inf,1.59655923576826,2.01949825244016
"W1411-017","2","3",2.09417033438265,0.114973942884085,Inf,1.87488764635607,2.32557722078281
"W1425-006","2","3",2.36688460121093,0.123660791441846,Inf,2.13071863742982,2.61546003248129
"2014001-005","1","30",2.49486849987351,0.126960115677883,Inf,2.25223597941648,2.74991048781986
"2014005-019","1","30",1.73486412212221,0.105870804307605,Inf,1.53356589240965,1.94857181932404
"2014005-024","1","30",2.37400557926649,0.123846673855905,Inf,2.13747529264846,2.62294533337377
"2014006-046","1","30",1.68159548275877,0.104232761907966,Inf,1.48350775715465,1.89209267585215
"2014007-001","1","30",1.99485128359853,0.113526890285506,Inf,1.77854740110674,2.22356463357958
"2014008-016","1","30",2.23476692850554,0.120159910865251,Inf,2.00546256456873,2.4764807599316
"2014009-010","1","30",2.02715744306764,0.114442469263551,Inf,1.80905905875388,2.25766529487066
"2014009-012","1","30",2.3793755013673,0.124833596103423,Inf,2.1409959392672,2.63033464411386
"2014009-034","1","30",2.33754577066551,0.122891979944642,Inf,2.10288664972983,2.58461435909046
"2014009-041","1","30",2.10604650666681,0.116648043318871,Inf,1.88362527663939,2.3408772041835
"2014009-046","1","30",2.0216825553635,0.114287823335404,Inf,1.80388727149926,2.25188730671699
"2014010-010","1","30",1.940125709582,0.111958846414059,Inf,1.72689513660442,2.16576575004884
"W1406-001","1","30",1.67032069649338,0.103882743537259,Inf,1.47291899428977,1.88013186618624
"W1411-017","1","30",2.14262009126156,0.11765653821883,Inf,1.91822224755163,2.37942740246076
"W1425-006","1","30",2.1479151641887,0.117112127783456,Inf,1.92451190334738,2.38358300856424
"2014001-005","2","30",2.55751140559375,0.12854413590314,Inf,2.31177426254442,2.81565801613238
"2014005-019","2","30",1.78716594165167,0.107454824532968,Inf,1.58276308934661,2.00397826144599
"2014005-024","2","30",2.43512181729887,0.125430694081268,Inf,2.19548690808835,2.68716619399865
"2014006-046","2","30",1.73309409267452,0.105816782133329,Inf,1.5319017444779,1.9466959083604
"2014007-001","2","30",2.05090724396231,0.11511091051087,Inf,1.83149873887802,2.28272521653585
"2014008-016","2","30",2.2940753723818,0.121743931090614,Inf,2.0616663858525,2.53889382640036
"2014009-010","2","30",2.08366235508092,0.116026489488914,Inf,1.86245934817466,2.31727482947643
"2014009-012","2","30",2.44056038283011,0.126432912109326,Inf,2.19904666428637,2.69465457267596
"2014009-034","2","30",2.3981938771478,0.124476000170005,Inf,2.16043013361962,2.64836708816524
"2014009-041","2","30",2.16363291589003,0.118232063544234,Inf,1.93810706327011,2.40156823599921
"2014009-046","2","30",2.07811163716857,0.115871843560767,Inf,1.85721173071184,2.31142101111457
"2014010-010","2","30",1.99541278391905,0.113542866639422,Inf,1.77907758834898,2.22415744697838
"W1406-001","2","30",1.72164767585769,0.105466763762622,Inf,1.52114135106159,1.93456346814305
"W1411-017","2","30",2.20070101320265,0.119240558444193,Inf,1.97319854690022,2.44061294699434
"W1425-006","2","30",2.20606733016864,0.118683201370087,Inf,1.97958444218069,2.44481404269127
"2014001-005","1","31",2.57861201055355,0.129073319750568,Inf,2.33183768622208,2.83779580237435
"2014005-019","1","31",1.83497628926859,0.109626404026069,Inf,1.62640227454099,2.05612988183245
"2014005-024","1","31",2.27936766572159,0.122186316233063,Inf,2.04617712265728,2.52513868109813
"2014006-046","1","31",1.9399625321847,0.111954138075515,Inf,1.7267411873811,2.16559334447756
"2014007-001","1","31",1.98387067324203,0.113214006122792,Inf,1.76818003244049,2.21197078153283
"2014008-016","1","31",2.26981755341058,0.121098553260152,Inf,2.0386734841854,2.51337109012501
"2014009-010","1","31",1.96779672760983,0.113528650723512,Inf,1.75157489653745,2.19659902980047
"2014009-012","1","31",2.4637690610079,0.126166332323544,Inf,2.22269232733688,2.71725526216819
"2014009-034","1","31",2.35264390746211,0.12328821892465,Inf,2.11720817239633,2.60048911001714
"2014009-041","1","31",2.10047221290215,0.116493568741249,Inf,1.87835374748339,2.33500014581017
"2014009-046","1","31",1.95879665499518,0.112496278686717,Inf,1.74451273411907,2.18549004336056
"2014010-010","1","31",1.83898444726047,0.109001508369126,Inf,1.63155015034107,2.05882821166913
"W1406-001","1","31",1.7378100271749,0.105960653721625,Inf,1.53633569584683,1.95169382599224
"W1411-017","1","31",2.20430658270991,0.118635827470917,Inf,1.97791654569031,2.44296044392852
"W1425-006","1","31",2.12851659414405,0.117268670038396,Inf,1.90487895809851,2.36456369767885
"2014001-005","2","31",2.64229112011521,0.130657339975822,Inf,2.39241217319144,2.90457953452828
"2014005-019","2","31",1.88875496227449,0.111225211114485,Inf,1.67704779191096,2.11304260782547
"2014005-024","2","31",2.3392611587115,0.123776822874987,Inf,2.10295283371365,2.58814906362519
"2014006-046","2","31",1.99524729780082,0.113538158300878,Inf,1.77892133040472,2.22398273268617
"2014007-001","2","31",2.03977321171176,0.114798026348156,Inf,1.82097794831773,2.27097794259506
"2014008-016","2","31",2.32958625801976,0.122682573485515,Inf,2.09533756620209,2.57624441732669
"2014009-010","2","31",2.02347391199097,0.115119473775383,Inf,1.80413367986173,2.25539372489964
"2014009-012","2","31",2.52602273723001,0.127750352548907,Inf,2.28184138096648,2.78261356098279
"2014009-034","2","31",2.41348630864527,0.124872239150014,Inf,2.174945950987,2.6644361337928
"2014009-041","2","31",2.15798287593843,0.118077588966612,Inf,1.93275978792717,2.39561543143894
"2014009-046","2","31",2.01434725777827,0.11408029891208,Inf,1.79695871430966,2.24414526873614
"2014010-010","2","31",1.89282139896993,0.110585528594489,Inf,1.68228247945803,2.11576978597108
"W1406-001","2","31",1.79015590411896,0.107544673946988,Inf,1.58557695019839,2.00714432552879
"W1411-017","2","31",2.26321210228842,0.120214248488961,Inf,2.03372879680969,2.50495999174351
"W1425-006","2","31",2.18640732598295,0.11885269026376,Inf,1.95966506734491,2.42555905211024
"2014001-005","1","32",2.50034085872712,0.127099279474408,Inf,2.25743558224096,2.75565560270262
"2014005-019","1","32",1.63989296275228,0.10293219420098,Inf,1.4443543030133,1.84784108998051
"2014005-024","1","32",2.3369215062655,0.122875569097893,Inf,2.1022945499984,2.58395793002186
"2014006-046","1","32",1.73304215084742,0.105815196426527,Inf,1.53185291057903,1.94664085860508
"2014007-001","1","32",1.85939026006397,0.109604593439587,Inf,1.65077393812686,2.08041604949035
"2014008-016","1","32",2.1984838197267,0.119180476222573,Inf,1.97109911241475,2.4382779945279
"2014009-010","1","32",2.03538089561054,0.114674360405065,Inf,1.81682801301108,2.26634324569926
"2014009-012","1","32",2.37282713133806,0.123815931516059,Inf,2.13635709859894,2.62170663156645
"2014009-034","1","32",2.18152125504065,0.118719813037557,Inf,1.95503943098034,2.42041254659022
"2014009-041","1","32",2.18587049936101,0.118838098471019,Inf,1.95915684011122,2.42499362610007
"2014009-046","1","32",1.94889962790454,0.112211719121795,Inf,1.73517343352713,2.17503528977122
"2014010-010","1","32",1.77971297243398,0.10723053249189,Inf,1.57574972445145,1.99608568790576
"W1406-001","1","32",1.7536960150944,0.107170963093497,Inf,1.54993457719804,1.97003703290149
"W1411-017","1","32",2.13227434826108,0.117372139400196,Inf,1.90843391599291,2.36852424801851
"W1425-006","1","32",2.27630742771486,0.122104260699451,Inf,2.04327770998377,2.5219176166434
"2014001-005","2","32",2.56305200303464,0.128683299699664,Inf,2.31704210395618,2.82147136960241
"2014005-019","2","32",1.69075384284751,0.104516214426344,Inf,1.49211056051604,1.90180659266824
"2014005-024","2","32",2.39756156573393,0.124459589323256,Inf,2.15982998687433,2.64770261208279
"2014006-046","2","32",1.78531670320438,0.10739921665189,Inf,1.58102284034349,2.00202003355453
"2014007-001","2","32",1.91352293288943,0.11118861366495,Inf,1.70180198835982,2.1376533449083
"2014008-016","2","32",2.25731200050282,0.120764496447936,Inf,2.02682267059838,2.50021079789652
"2014009-010","2","32",2.09199951481128,0.116258380630428,Inf,1.87034200961932,2.32606648749249
"2014009-012","2","32",2.43392829494813,0.125399951741422,Inf,2.19435363961651,2.68591241776901
"2014009-034","2","32",2.24012355088305,0.12030383326292,Inf,2.01053710423024,2.48211946502511
"2014009-041","2","32",2.24453079614242,0.120422118696383,Inf,2.01471251430014,2.48675854547397
"2014009-046","2","32",2.0043106976827,0.113795739347159,Inf,1.7874798807128,2.23355098214187
"2014010-010","2","32",1.83268153096231,0.108814552717253,Inf,1.62561366038729,2.05215886902659
"W1406-001","2","32",1.80627883357121,0.108769661369558,Inf,1.59938445083592,2.02575368862582
"W1411-017","2","32",2.19021581601874,0.118956159625559,Inf,1.96327076115808,2.42957033836866
"W1425-006","2","32",2.33616096202798,0.123694779625766,Inf,2.10001343924694,2.58488806553118
"2014001-005","1","33",2.74598101144389,0.13319632562725,Inf,2.49112574408608,3.01324574629104
"2014005-019","1","33",1.60101626192993,0.10170477683721,Inf,1.40788329601795,1.80655869533118
"2014005-024","1","33",2.25035955385494,0.120578377690841,Inf,2.02023501001125,2.49289356518788
"2014006-046","1","33",1.86291270151327,0.109708362158319,Inf,1.65409299662471,2.08414187389108
"2014007-001","1","33",2.07340008733625,0.115740415165214,Inf,1.85275777580135,2.30645186636042
"2014008-016","1","33",1.9904463533575,0.113401478831704,Inf,1.77438827279841,2.21891390140585
"2014009-010","1","33",2.07447768170675,0.11509267704503,Inf,1.85503247154825,2.30618747533337
"2014009-012","1","33",2.42056784818154,0.125055302129542,Inf,2.18166869367649,2.67187647017585
"2014009-034","1","33",2.43101481268802,0.125324875590899,Inf,2.19158730390753,2.68285178895777
"2014009-041","1","33",2.11204745495146,0.116126599292249,Inf,1.89057541499337,2.34578331951322
"2014009-046","1","33",2.18632325675173,0.118850405248011,Inf,1.95958547666226,2.42547050433045
"2014010-010","1","33",1.86392172626659,0.109738069258229,Inf,1.65504379653213,2.08520912349031
"W1406-001","1","33",1.69410378441982,0.104619703753706,Inf,1.49525766673393,1.90535936959496
"W1411-017","1","33",2.05489262430731,0.114548098443362,Inf,1.83651476884896,2.28553506374203
"W1425-006","1","33",2.28417825448883,0.120766051551614,Inf,2.05361305515991,2.52700727835245
"2014001-005","2","33",2.81168182566853,0.134780345852501,Inf,2.55372193571843,3.08205118310794
"2014005-019","2","33",1.65127528127551,0.103288797062574,Inf,1.45503769277103,1.85992233726925
"2014005-024","2","33",2.3098731917954,0.122162397916205,Inf,2.07664402535922,2.55551182572085
"2014006-046","2","33",1.91709625704635,0.111292382383682,Inf,1.7051719295653,2.14143005201665
"2014007-001","2","33",2.13054144357498,0.117324435390577,Inf,1.90679450944758,2.36669784519164
"2014008-016","2","33",2.04644081855767,0.114985499057067,Inf,1.82727811540608,2.27801298919852
"2014009-010","2","33",2.13163378395748,0.116663813668867,Inf,1.90910882315985,2.36642256934
"2014009-012","2","33",2.48227673378459,0.126639322354905,Inf,2.24027295668704,2.73668997837139
"2014009-034","2","33",2.49285588290107,0.126908895816262,Inf,2.25032375152808,2.74779748176332
"2014009-041","2","33",2.16971529598876,0.117704938111115,Inf,1.94515014821014,2.40654502721074
"2014009-046","2","33",2.2449895881276,0.120434425473374,Inf,2.01514718544564,2.48724145829881
"2014010-010","2","33",1.91811984859492,0.111322089483592,Inf,1.70613729626796,2.14251186841113
"W1406-001","2","33",1.74579213021207,0.10620372397907,Inf,1.54384138993369,1.96015233797971
"W1411-017","2","33",2.11178012013384,0.116119247715446,Inf,1.89032248879919,2.34550157566751
"W1425-006","2","33",2.34413450695657,0.122344534697133,Inf,2.11047591701199,2.59005768043537
"2014001-005","1","34",2.55557739039662,0.12849552354336,Inf,2.30993552582168,2.81362872246088
"2014005-019","1","34",1.63097433672504,0.102651912092094,Inf,1.43598501982499,1.83837312111434
"2014005-024","1","34",2.25520412044654,0.120708098278858,Inf,2.02482532892229,2.49799237946005
"2014006-046","1","34",1.81984662019703,0.108432850027971,Inf,1.6135268731458,2.03857583473751
"2014007-001","1","34",2.01234473788451,0.114023579577295,Inf,1.79506736226931,2.24203158098898
"2014008-016","1","34",2.2355897186541,0.118792623973135,Inf,2.00882255322454,2.47448108245724
"2014009-010","1","34",2.0308981680042,0.115330470791345,Inf,1.81114438932282,2.26323152746499
"2014009-012","1","34",2.15488730693576,0.117992868994152,Inf,1.9298302670193,2.39235381434148
"2014009-034","1","34",2.28564659276769,0.120808600074217,Inf,2.05499837942069,2.52855938975703
"2014009-041","1","34",2.28481337166652,0.122332182712962,Inf,2.05133693494324,2.5308702794784
"2014009-046","1","34",2.12819610868306,0.117259841279749,Inf,1.90457577668649,2.36422590816888
"2014010-010","1","34",2.07379628754768,0.115751472892762,Inf,1.85313230326503,2.30686973931959
"W1406-001","1","34",1.81182612756946,0.10819364162203,Inf,1.60597522037867,2.0300865022495
"W1411-017","1","34",2.29765454733738,0.121838865417388,Inf,2.0650594929467,2.54265906921731
"W1425-006","1","34",2.37693224875587,0.123197447834108,Inf,2.14160197978088,2.62452710126508
"2014001-005","2","34",2.61897317916725,0.130079543768615,Inf,2.37022669200002,2.88012913382379
"2014005-019","2","34",1.68169778125421,0.104235932317457,Inf,1.48360384176167,1.89220118823602
"2014005-024","2","34",2.3147813665228,0.122292118504221,Inf,2.08129795240605,2.56067424812881
"2014006-046","2","34",1.87340473184311,0.110016870253334,Inf,1.66398036219939,2.09523856897609
"2014007-001","2","34",2.06864424848501,0.115607599802658,Inf,1.84826225027731,2.30143571418197
"2014008-016","2","34",2.29490900804686,0.120358331597845,Inf,2.06507311206254,2.53686910240475
"2014009-010","2","34",2.08745483224703,0.116929448920458,Inf,1.86456755918995,2.32292257642238
"2014009-012","2","34",2.21313314775329,0.119576889219516,Inf,1.98497148524434,2.45370427775151
"2014009-034","2","34",2.34562198817329,0.122379558338061,Inf,2.11189437361307,2.59161342718611
"2014009-041","2","34",2.34477790500335,0.123922694489507,Inf,2.10818367733719,2.59395171347038
"2014009-046","2","34",2.18608251136428,0.118843861505112,Inf,1.95935755677522,2.4252169334426
"2014010-010","2","34",2.13094306591289,0.117335493118125,Inf,1.90717445903774,2.36712114027729
"W1406-001","2","34",1.86526694402747,0.109777661847393,Inf,1.65631141424419,2.0866319413
"W1411-017","2","34",2.3577862619895,0.123422885642751,Inf,2.12208658500634,2.60589540646193
"W1425-006","2","34",2.43808590786398,0.124768333121376,Inf,2.19967638080233,2.68875925946031
"2014001-005","1","35",2.42138753247749,0.125076474267401,Inf,2.1824468813448,2.67273765109951
"2014005-019","1","35",1.71709605735388,0.105327257236236,Inf,1.5168631603251,1.92973842187192
"2014005-024","1","35",2.05891221350247,0.115335338490325,Inf,1.83906383766133,2.29117005683287
"2014006-046","1","35",1.89445539791059,0.110633250385993,Inf,1.68382294540607,2.11749731790437
"2014007-001","1","35",1.86301914316159,0.109711496328829,Inf,1.65419329541172,2.08425445840072
"2014008-016","1","35",2.07671374624421,0.115832865037176,Inf,1.85589023628989,2.3099467236878
"2014009-010","1","35",1.86270762710068,0.109702323497165,Inf,1.6538997577705,2.08392496392011
"2014009-012","1","35",2.42389056146629,0.125141104395887,Inf,2.18482323760941,2.67536735281242
"2014009-034","1","35",2.3905679535653,0.123546491329184,Inf,2.15455319237011,2.63884653921309
"2014009-041","1","35",2.17416823595203,0.118519566104225,Inf,1.94807888866907,2.41266705072426
"2014009-046","1","35",1.88321285064576,0.11030448826266,Inf,1.67322476006246,2.10561040871833
"2014010-010","1","35",1.94102169636894,0.11198469578752,Inf,1.72774045955036,2.16671240067678
"W1406-001","1","35",1.60894232440047,0.101956218123125,Inf,1.41531654262386,1.81497757366633
"W1411-017","1","35",2.14396410499864,0.117693433983494,Inf,1.91949394691878,2.38084373056776
"W1425-006","1","35",2.38821196902952,0.125065183670706,Inf,2.14937850367613,2.63962501510507
"2014001-005","2","35",2.48310679978031,0.126660494492658,Inf,2.24106152605532,2.73756154099461
"2014005-019","2","35",1.76913135006247,0.106911277461599,Inf,1.5657938304412,1.984878337173
"2014005-024","2","35",2.11585494150078,0.116919358715688,Inf,1.89290194306715,2.35121740742368
"2014006-046","2","35",1.94909246985828,0.112217270611356,Inf,1.73535539476127,2.17523901244455
"2014007-001","2","35",1.91720423552661,0.111295516554192,Inf,1.70527376518424,2.14154417335824
"2014008-016","2","35",2.13390043502498,0.11741688526254,Inf,1.90997230247816,2.37023803506106
"2014009-010","2","35",1.91688822159276,0.111286343722528,Inf,1.70497572967009,2.14121018100469
"2014009-012","2","35",2.48564151997613,0.126725124621251,Inf,2.24346957352676,2.74022293391476
"2014009-034","2","35",2.45189565902169,0.125125061478122,Inf,2.21278733678238,2.70326856490334
"2014009-041","2","35",2.23267234125797,0.120103586329589,Inf,2.00347837138251,2.47427577862269
"2014009-046","2","35",1.93768871498482,0.111888508488023,Inf,1.72459600180902,2.16319089564988
"2014010-010","2","35",1.99632144587562,0.113568716012883,Inf,1.77993558646454,2.22511677277596
"W1406-001","2","35",1.65932463729337,0.103540238348489,Inf,1.46259423292427,1.86846450915173
"W1411-017","2","35",2.20206311867709,0.119277454208857,Inf,1.97448833800473,2.4420473668387
"W1425-006","2","35",2.44950963820383,0.126664506971511,Inf,2.20754200201887,2.70405774558624
"2014001-005","1","36",2.5563219599164,0.128514240816992,Inf,2.31064341015925,2.81440997716288
"2014005-019","1","36",1.72201415945432,0.104860452543267,Inf,1.52262374249977,1.93366916327452
"2014005-024","1","36",2.21208518315356,0.119548574794561,Inf,1.98397901589776,2.45260081789862
"2014006-046","1","36",1.7720662009412,0.106999919448241,Inf,1.56855494621859,1.98798692315307
"2014007-001","1","36",1.91440413140361,0.111214212512484,Inf,1.70263301405479,2.13858471624169
"2014008-016","1","36",2.17393102756385,0.117815586029042,Inf,1.94914863429435,2.41097724516315
"2014009-010","1","36",1.93050933715453,0.111681035707446,Inf,1.71782326315643,2.15560487864188
"2014009-012","1","36",2.52005534240499,0.127599366664256,Inf,2.27616991303756,2.77635023926168
"2014009-034","1","36",2.51774860163327,0.12841671160501,Inf,2.27234670753785,2.77573096705563
"2014009-041","1","36",2.04682579761872,0.11499631415794,Inf,1.82764189725893,2.27841916546776
"2014009-046","1","36",2.17903228514253,0.117953733581884,Inf,1.95397912743001,2.41634926675506
"2014010-010","1","36",1.86334348303802,0.109721045952809,Inf,1.65449891836908,2.08459751519622
"W1406-001","1","36",1.61583530040032,0.102174383390313,Inf,1.42178192255735,1.82229814573255
"W1411-017","1","36",2.22888473289598,0.120825659569447,Inf,1.99836102759506,2.47198890992388
