"genotype","rep","image","perimeter","SE","df","asymp.LCL","asymp.UCL"
"2014005-019","2","8",10.9077743315535,0.921399554127329,Inf,9.17661178166716,12.7884316645888
"2014005-024","2","8",13.4417454093473,1.02284012899377,Inf,11.5117629861516,15.5212226156918
"2014006-046","2","8",9.52509676158454,0.861022744288599,Inf,7.91227058448353,11.2874177218345
"2014007-001","2","8",11.3425062390944,0.939581460846624,Inf,9.57570780686793,13.2587994544698
"2014008-016","2","8",12.3543637759111,0.980596001694819,Inf,10.5071783207798,14.3510440141915
"2014009-010","2","8",11.3629072371513,0.940426062016339,Inf,9.59445341705091,13.2808558404006
"2014009-012","2","8",14.2907949405647,1.05464942293801,Inf,12.2984674468647,16.4326172174136
"2014009-034","2","8",12.1493605925677,0.972426166738154,Inf,10.3181877197111,14.1300282485733
"2014009-041","2","8",10.2673794982191,0.89394280413898,Inf,8.59003118944245,12.0942225901447
"2014009-046","2","8",13.1158275535192,1.01036379285855,Inf,11.2102982998077,15.1708515903798
"2014010-010","2","8",10.0184709956185,0.883040551963908,Inf,8.36249070845536,11.8239460659306
"W1406-001","2","8",9.14060799842617,0.843465780176946,Inf,7.56219283866186,10.8685179413394
"W1411-017","2","8",12.1912694175599,0.974101899134543,Inf,10.3568121695586,14.1752214487101
"W1425-006","2","8",15.0945338458047,1.08390140280363,Inf,13.0448735250917,17.2936889496668
"2014001-005","1","9",17.8609584235976,1.17905022460116,Inf,15.6248098389899,20.2466017913542
"2014005-019","1","9",8.27712431984578,0.797362277812268,Inf,6.78809098548893,9.91369367977467
"2014005-024","1","9",13.8471310142737,1.03814932574315,Inf,11.8871431168171,15.9566136948794
"2014006-046","1","9",11.2950399386763,0.937613411990647,Inf,9.53209881132745,13.2074758491742
"2014007-001","1","9",10.12939994199,0.887915801854783,Inf,8.4638643406251,11.9444303265039
"2014008-016","1","9",13.719388892176,1.02659324015541,Inf,11.7810762471568,15.8052478021105
"2014009-010","1","9",10.1594998713601,0.889234062463334,Inf,8.49138052668017,11.9771139991889
"2014009-012","1","9",13.9870287515096,1.0365583341289,Inf,12.0291848802496,16.0924188857845
"2014009-034","1","9",12.1360274521622,0.971892432733459,Inf,10.3059006787321,14.1156490087413
"2014009-041","1","9",11.558891625831,0.948501498887462,Inf,9.77461024030382,13.4926677945072
"2014009-046","1","9",11.0959646423751,0.923237756569693,Inf,9.36022502555044,12.9792505296388
"2014010-010","1","9",10.3363905427529,0.896942041176771,Inf,8.65316383740109,12.1691120312537
"W1406-001","1","9",9.95426755030714,0.88020651823753,Inf,8.30384186717867,11.7541880165846
"W1411-017","1","9",11.7124713212966,0.948506368767123,Inf,9.92720102383608,13.6452776676169
"W1425-006","1","9",15.1697441783382,1.0865983821021,Inf,13.114797875333,17.3741852644923
"2014001-005","2","9",18.4331361562163,1.19778685070398,Inf,16.1602644592553,20.8555026363262
"2014005-019","2","9",8.6680740239831,0.816004149407415,Inf,7.1425084275318,10.3411859156794
"2014005-024","2","9",14.3514703934182,1.05688595184594,Inf,12.3547593836083,16.4976761863771
"2014006-046","2","9",11.7509751492934,0.956350038093437,Inf,9.95131090959121,13.7001341721445
"2014007-001","2","9",10.5614076683217,0.906652427957573,Inf,8.85914895460351,12.4131611651888
"2014008-016","2","9",14.221417426494,1.04517117809586,Inf,12.2466875848357,16.3436833183301
"2014009-010","2","9",10.5921422893783,0.907970688566125,Inf,8.88729983234515,12.4464795295604
"2014009-012","2","9",14.4938866742113,1.05513593930705,Inf,12.4996262602354,16.6356831399068
"2014009-034","2","9",12.6084666903955,0.99062905883625,Inf,10.7416168046121,14.6248113593278
"2014009-041","2","9",12.0200690307389,0.967238124990253,Inf,10.1990645328584,13.9905683117683
"2014009-046","2","9",11.5479039831327,0.941819240676695,Inf,9.7757402143078,13.4676037976542
"2014010-010","2","9",10.7727440555106,0.915678667279562,Inf,9.0527942378055,12.6421886563647
"W1406-001","2","9",10.3825635536385,0.89894314434032,Inf,8.69541475815675,12.2192071322692
"W1411-017","2","9",12.176672516851,0.967153331741214,Inf,10.3548599523802,14.1460313478616
"W1425-006","2","9",15.6974099112348,1.10533500820489,Inf,13.6057404958765,17.9385741097422
