"genotype","rep","image","perimeter","SE","df","asymp.LCL","asymp.UCL"
"2014009-012","2","27",13.9629884117947,1.04248331880584,Inf,11.994506044026,16.0809655627124
"2014009-034","2","27",11.6468368468488,0.952102973427716,Inf,9.85549670093149,13.5876717759151
"2014009-041","2","27",10.4556590409853,0.896172666212461,Inf,8.77296091783271,12.285893217244
"2014009-046","2","27",11.089680176741,0.936183823629157,Inf,9.33069319034591,13.0004663447902
"2014010-010","2","27",11.1514814479196,0.931635885506589,Inf,9.40025605719611,13.0522016217921
"W1406-001","2","27",9.69031059257494,0.862749713750593,Inf,8.07312024840906,11.4550369816559
"W1411-017","2","27",12.5488437713596,0.995871911862516,Inf,10.6728702835509,14.5766164444821
"W1425-006","2","27",14.7404557457453,1.08783690291378,Inf,12.685434324459,16.9496766259882
"2014001-005","1","28",16.7958907240296,1.14335592268298,Inf,14.6297016856348,19.1115745455733
"2014005-019","1","28",9.8729891543056,0.876605629937815,Inf,8.22962108255692,11.6658520092033
"2014005-024","1","28",12.6540011503113,0.992416235179454,Inf,10.7836484632612,14.6738486205103
"2014006-046","1","28",9.49087435074521,0.859474582123238,Inf,7.88108251573054,11.2501609689089
"2014007-001","1","28",11.025751091227,0.926369008883266,Inf,9.28484858899625,12.9161483766068
"2014008-016","1","28",12.3595865229649,0.974390380590651,Inf,10.5235896025827,14.3431297082626
"2014009-010","1","28",12.6323860156245,0.991568267065524,Inf,10.7636953155378,14.6505714988602
"2014009-012","1","28",15.6035975967246,1.10202715591686,Inf,13.518411452717,17.8382785238813
"2014009-034","1","28",11.759305630942,0.944291946200882,Inf,9.98135017696836,13.6829065878583
"2014009-041","1","28",10.7463953477055,0.914558167227541,Inf,9.028641669747,12.6136438088129
"2014009-046","1","28",10.883789067825,0.91436813558568,Inf,9.16543358868553,12.7496908174035
"2014010-010","1","28",9.62954305523376,0.86573059388981,Inf,8.00748966246975,11.4010912311467
"W1406-001","1","28",8.31277316325347,0.804364491411014,Inf,6.8109951212195,9.96404598843642
"W1411-017","1","28",11.0056951511337,0.925526088622362,Inf,9.26644474225616,12.8944403431603
"W1425-006","1","28",16.3690699651904,1.12873483404855,Inf,14.231537733934,18.6560969795958
"2014001-005","2","28",17.3508830256811,1.1620925487858,Inf,15.1479708749331,19.7032899595781
"2014005-019","2","28",10.2995514686734,0.895342256040605,Inf,8.6194602845715,12.1291374359244
"2014005-024","2","28",13.1363218085797,1.01115286128224,Inf,11.2292460091764,15.1928923911321
"2014006-046","2","28",9.90918872569998,0.878211208226028,Inf,8.26267377833205,11.7051984562169
"2014007-001","2","28",11.4762725550278,0.945105634986056,Inf,9.69864694044373,13.4033929527608
"2014008-016","2","28",12.8363159767772,0.992970125583776,Inf,10.9638983179977,14.8562696857345
"2014009-010","2","28",13.1142984099208,1.01030489316831,Inf,11.2088845974808,15.1692070055098
"2014009-012","2","28",16.1386916896971,1.12076378201965,Inf,14.0167824333361,18.410095729207
"2014009-034","2","28",12.22442498533,0.962785778338404,Inf,10.4102222864307,14.184273187172
"2014009-041","2","28",11.1912303463554,0.933294793330331,Inf,9.43675355604372,13.0952019198161
"2014009-046","2","28",11.3314299227717,0.932949927023938,Inf,9.57664968927375,13.2337462019661
"2014010-010","2","28",10.0508694587916,0.8844672199926,Inf,8.39209295367433,11.8591407470579
"W1406-001","2","28",8.70455415308417,0.823101117513804,Inf,7.16605299869693,10.3925500906204
"W1411-017","2","28",11.455810781309,0.944262714725152,Inf,9.67983726007822,13.3812790856888
"W1425-006","2","28",16.9170227760579,1.14747146015134,Inf,14.7427674324482,19.2407729028166
"2014001-005","1","29",16.2509825780567,1.11730268010067,Inf,14.1348827015501,18.5146287272049
"2014005-019","1","29",10.2098433305626,0.898278753376063,Inf,8.52514890505367,12.0463369144429
"2014005-024","1","29",14.1696777721755,1.05017073745381,Inf,12.1861283407226,16.3027219867773
"2014006-046","1","29",10.7822170235252,0.916081177940528,Inf,9.06147829942124,12.6524505307782
"2014007-001","1","29",11.0947197356538,0.936396531341079,Inf,9.33531585202128,13.0059228053748
"2014008-016","1","29",12.3117369714533,0.966985877140916,Inf,10.4894180285587,14.2799330140688
"2014009-010","1","29",11.7438825510097,0.949810270537306,Inf,9.95606175936289,13.6792496041616
"2014009-012","1","29",15.4964332808332,1.0910178614976,Inf,13.4318455916678,17.7085570217182
"2014009-034","1","29",14.6259670031569,1.06694546113624,Inf,12.6095397174359,16.7918890720269
"2014009-041","1","29",10.0067761516855,0.882525002387408,Inf,8.35180632312455,11.8112407633954
"2014009-046","1","29",10.9451471176482,0.922976678013555,Inf,9.21089346174572,12.8288955566997
"2014010-010","1","29",9.55608756578797,0.862422316315555,Inf,7.94051827792036,11.3211516368046
"W1406-001","1","29",10.5497443101561,0.906151664544712,Inf,8.84846707469191,12.4005163287692
"W1411-017","1","29",12.4344302491447,0.983768405731467,Inf,10.5810269963571,14.4373282850812
"W1425-006","1","29",14.5246322378005,1.06324291646871,Inf,12.515461806279,16.683297452471
"2014001-005","2","29",16.7969716291522,1.13587742466409,Inf,14.6444608079132,19.0970184943007
"2014005-019","2","29",10.6435452007021,0.917195902640012,Inf,8.92177991304245,12.5171217849267
"2014005-024","2","29",14.6798049978383,1.0689073635566,Inf,12.6595324540321,16.8495723247933
"2014006-046","2","29",11.2277852931474,0.934817804043318,Inf,9.47032345669017,13.1347419127536
"2014007-001","2","29",11.5466339761684,0.955315007368894,Inf,9.75015659836598,13.4949226150333
"2014008-016","2","29",12.7875514521902,0.985430329866407,Inf,10.9290725615269,14.79188847315
"2014009-010","2","29",12.2086997473217,0.968390886450836,Inf,10.3844565133935,14.1804790341944
"2014009-012","2","29",16.0297022308232,1.10966973540779,Inf,13.9285626461972,18.278388078464
"2014009-034","2","29",15.1441706118933,1.08568208723903,Inf,13.091020213819,17.3468157931166
"2014009-041","2","29",10.436188415797,0.901261628490198,Inf,8.74449547488278,12.2773761398602
"2014009-046","2","29",11.3940353048517,0.941713304116345,Inf,9.62305853659592,13.3145068562564
"2014010-010","2","29",9.97582116117147,0.881158942418345,Inf,8.3235287609506,11.7776083445413
"W1406-001","2","29",10.9905319016915,0.924888290647502,Inf,9.25253155387411,12.8780270326579
"W1411-017","2","29",12.9125873107602,1.00250503183426,Inf,11.0224609456194,14.9522084590501
"W1425-006","2","29",15.0410532139495,1.0819795425715,Inf,12.9951596700747,17.2364415409732
"2014001-005","1","3",16.3904908328437,1.12947313422715,Inf,14.2515115598274,18.678964889009
"2014005-019","1","3",9.04702510557654,0.839136908233316,Inf,7.47709437891543,10.7664506153866
"2014005-024","1","3",11.5703054816077,0.956255692419692,Inf,9.77197835485076,13.5204317891588
"2014006-046","1","3",10.0149554706269,0.882885606987236,Inf,8.35927887003765,11.8201268543652
"2014007-001","1","3",10.1673268074447,0.889576531988103,Inf,8.49853623483044,11.9856121632079
"2014008-016","1","3",12.6485418203149,0.992202132456175,Inf,10.7786087668915,14.6679696568874
"2014009-010","1","3",9.87915779352873,0.87114605222364,Inf,8.24551603664873,11.6603458119139
"2014009-012","1","3",14.5581586082682,1.06446932030279,Inf,12.5465844694014,16.719227530284
"2014009-034","1","3",10.3555975532184,0.897775000200854,Inf,8.67073827817878,12.189951611407
"2014009-041","1","3",11.482976674228,0.945381646893674,Inf,9.70481008624574,13.4106380453593
"2014009-046","1","3",11.469468534405,0.94482542764478,Inf,9.69239211611804,13.3960397358409
"2014010-010","1","3",10.8308243920915,0.918143751138445,Inf,9.10604309880409,12.7051004685278
"W1406-001","1","3",9.71995342917087,0.869785208158126,Inf,8.08995313846976,11.499448503021
"W1411-017","1","3",10.1105313103472,0.875593312332611,Inf,8.46722270454248,11.8994854190946
"W1425-006","1","3",14.667681507147,1.06846588748991,Inf,12.6482742405316,16.8365835569113
"2014001-005","2","3",16.9387991067985,1.14820976032997,Inf,14.7630967214288,19.263996275317
"2014005-019","2","3",9.4555476742237,0.857873534336106,Inf,7.84889383520933,11.211696296387
"2014005-024","2","3",12.0317082993176,0.975174996743002,Inf,10.1963060609992,14.0189218054797
"2014006-046","2","3",10.4445413519581,0.901622233090025,Inf,8.75214163901554,12.2864358480496
"2014007-001","2","3",10.6001341113427,0.908313158090894,Inf,8.89462042637523,12.4551425794592
"2014008-016","2","3",13.1307593963722,1.01093875855897,Inf,11.2241032305955,15.1869103452979
"2014009-010","2","3",10.3058519362067,0.889729389528864,Inf,8.63578240321551,12.1234575221423
"2014009-012","2","3",15.0751700506064,1.08320594640557,Inf,13.0268727993863,17.2729620849754
"2014009-034","2","3",10.7923521036498,0.916511626303644,Inf,9.07076971625692,12.6634292741917
"2014009-041","2","3",11.9426519906179,0.964118272996464,Inf,10.1277622902824,13.9070364741024
"2014009-046","2","3",11.9288760526593,0.96356205374757,Inf,10.1150765220191,13.8921703664485
"2014010-010","2","3",11.2773857112314,0.936880377241235,Inf,9.51588130559081,13.1883849000211
"W1406-001","2","3",10.1432319732627,0.888521834260916,Inf,8.47650857020833,11.959450159466
"W1411-017","2","3",10.5421406889005,0.894087144470134,Inf,8.86258483817008,12.3673420425735
"W1425-006","2","3",15.1866171425862,1.0872025135927,Inf,13.1304867636176,17.3922423047038
"2014001-005","1","30",15.675821927323,1.10457468646241,Inf,13.5856427151965,17.9154959225984
"2014005-019","1","30",9.89652775388499,0.877649983608001,Inf,8.25111278655563,11.6914375043633
"2014005-024","1","30",12.5180309456307,0.987069962265648,Inf,10.6581567609432,14.5273999134671
"2014006-046","1","30",9.0181067783746,0.837794706899834,Inf,7.45080671798712,10.734901621911
"2014007-001","1","30",10.1059773800221,0.886888628503534,Inf,8.44245500143154,11.9189945417616
"2014008-016","1","30",12.7167498448081,0.994873790444928,Inf,10.8415804379476,14.7414140348175
"2014009-010","1","30",11.6085020017739,0.95053478786318,Inf,9.82023544308417,13.5462633436127
"2014009-012","1","30",14.8239224828404,1.08238857525137,Inf,12.7783794523813,17.021264701922
"2014009-034","1","30",12.7059247008605,0.994450256719034,Inf,10.8315854048491,14.729758780021
"2014009-041","1","30",11.2754375051173,0.936799449136017,Inf,9.51409171564827,13.1862780777354
"2014009-046","1","30",10.9647132543933,0.923801291152874,Inf,9.22884338643656,12.850077905499
"2014010-010","1","30",10.8633462053143,0.919521177135727,Inf,9.13586520668085,12.7403219870966
"W1406-001","1","30",9.01803024140985,0.837791151696865,Inf,7.45073714909215,10.7348181168765
"W1411-017","1","30",10.0703377498825,0.885323401400941,Inf,8.40988316004061,11.8802871228733
"W1425-006","1","30",12.7979951940747,0.991521153830729,Inf,10.9284225737661,14.8151140766018
"2014001-005","2","30",16.2121425580894,1.12331131256523,Inf,14.0852402336096,18.4885396657181
"2014005-019","2","30",10.323592884303,0.896386609710791,Inf,8.64145480462038,12.1552257471346
"2014005-024","2","30",12.9977775794988,1.00580658836844,Inf,11.101180282458,15.0438696596885
"2014006-046","2","30",9.42598312879865,0.856531333002624,Inf,7.82195995605791,11.1795010846884
"2014007-001","2","30",10.5374905619652,0.905625254606324,Inf,8.83724507102134,12.387230836058
"2014008-016","2","30",13.2002537212401,1.01361041654772,Inf,11.2883612020264,15.2616410236027
"2014009-010","2","30",12.070658356975,0.969271413965971,Inf,10.245668685932,14.045142811167
"2014009-012","2","30",15.3455907036056,1.10131283687643,Inf,13.2629628365245,17.5800298285034
"2014009-034","2","30",13.1892246621235,1.01318688282182,Inf,11.2781622537588,15.2497818536372
"2014009-041","2","30",11.7309808239842,0.955536075238807,Inf,9.93291192216191,13.6785445089555
"2014009-046","2","30",11.4139984610486,0.942537917255665,Inf,9.64140548073857,13.3360862245076
"2014010-010","2","30",11.3105707019957,0.938257803238518,Inf,9.54636659100898,13.2242695961313
"W1406-001","2","30",9.42590488014066,0.856527777799655,Inf,7.8218886754697,11.1794158679606
"W1411-017","2","30",10.5010973352884,0.904060027503731,Inf,8.80391963309331,12.3477698206325
"W1425-006","2","30",13.2830267417605,1.01010032237635,Inf,11.3770345153134,15.3365550205733
"2014001-005","1","31",16.3747842269509,1.12893183129725,Inf,14.2368658881819,18.6621973488688
"2014005-019","1","31",10.1586898959308,0.896025646180855,Inf,8.47841147937782,11.9907674708552
"2014005-024","1","31",12.0217454231226,0.974771165483289,Inf,10.1871346795291,14.0081674345598
"2014006-046","1","31",11.3230475327107,0.938775162506849,Inf,9.55782941619104,13.2377604323794
"2014007-001","1","31",10.6403531530349,0.910034688121703,Inf,8.93146533120867,12.49873575801
"2014008-016","1","31",13.0624940514242,1.00830745554635,Inf,11.1609951447846,15.1134877412128
"2014009-010","1","31",10.6864249778463,0.919041481797454,Inf,8.96104240122576,12.5636188104684
"2014009-012","1","31",14.7372808989065,1.07099786802052,Inf,12.7129110416416,16.9111455393204
"2014009-034","1","31",12.8289766314955,0.99925408559521,Inf,10.9452220038989,14.8622260422411
"2014009-041","1","31",10.9969921599622,0.925160076376733,Inf,9.25845912190399,12.8850199811694
"2014009-046","1","31",9.71245860850852,0.869449808337512,Inf,8.08311568937623,11.4912963107898
"2014010-010","1","31",10.1631290080813,0.88939287263532,Inf,8.49469840118399,11.9810543981277
"W1406-001","1","31",9.51759692676191,0.860683703114049,Inf,7.9054352581523,11.2792533785205
"W1411-017","1","31",10.9844642239255,0.918555539123777,Inf,9.25789647387305,12.8585680228378
"W1425-006","1","31",13.1462086844079,1.01153330500851,Inf,11.238387229003,15.2035249229619
"2014001-005","2","31",16.9228318844029,1.14766845740007,Inf,14.7481904332805,19.2469681186741
"2014005-019","2","31",10.5913152470036,0.914942705364909,Inf,8.87396614485315,12.4604756457189
"2014005-024","2","31",12.4919762642307,0.993612841956455,Inf,10.6204304698167,14.515321239439
"2014006-046","2","31",11.7795420814356,0.957511788609639,Inf,9.97760085256269,13.7309780934575
"2014007-001","2","31",11.0830102707983,0.928771314224493,Inf,9.33739933661888,12.9781159881268
"2014008-016","2","31",13.5524657199639,1.02704408164914,Inf,11.6142437009711,15.6401825221057
"2014009-010","2","31",11.1300296398687,0.93788544128725,Inf,9.36770754834093,13.0441509214359
"2014009-012","2","31",15.2574355854066,1.08973449412331,Inf,13.1963426157884,17.4680233381738
"2014009-034","2","31",13.3145894512567,1.017990711698,Inf,11.3941117113069,15.3845619743556
"2014009-041","2","31",11.4469315693448,0.943896702479523,Inf,9.6716754189333,13.3716825029053
"2014009-046","2","31",10.1355756705107,0.888186434440302,Inf,8.46950963902512,11.9511364851452
"2014010-010","2","31",10.595847887078,0.90812949873811,Inf,8.89069416782735,12.4504963894776
"W1406-001","2","31",9.93649344688277,0.879420329216839,Inf,8.2876086659199,11.7348730109946
"W1411-017","2","31",11.434149841397,0.937201464986273,Inf,9.67104185703567,13.3448040922982
"W1425-006","2","31",13.6377334751622,1.0302699311113,Inf,11.693188907404,15.7317728260694
"2014001-005","1","32",15.6728624063145,1.10447041230335,Inf,13.5828875677843,17.9123320279936
"2014005-019","1","32",8.833466928334,0.829173701431196,Inf,7.28306372817557,10.5333649116414
"2014005-024","1","32",12.8677193205773,1.00076178988141,Inf,10.9810096468804,14.9039237774232
"2014006-046","1","32",9.87076815557306,0.876507025074109,Inf,8.22759334580595,11.6634377484891
"2014007-001","1","32",9.67296892663821,0.86768046915046,Inf,8.04709384858898,11.4483387878364
"2014008-016","1","32",12.3232528332382,0.979360547699328,Inf,10.4784888234426,14.3175116261828
"2014009-010","1","32",10.7601068220109,0.915141429939546,Inf,9.04120997014339,12.6284984570274
"2014009-012","1","32",13.7460877069809,1.03435467310463,Inf,11.7935371920296,15.8481330050812
"2014009-034","1","32",11.5229548180228,0.947025896726302,Inf,9.74156555958698,13.4538388596076
"2014009-041","1","32",12.0287419754635,0.967587011927024,Inf,10.2070536717523,13.9999250623237
"2014009-046","1","32",10.6943991019263,0.912342947561406,Inf,8.98098717473134,12.5573058122703
"2014010-010","1","32",9.74006289635168,0.87068448611747,Inf,8.10830005323816,11.5213205226142
"W1406-001","1","32",9.29252967428977,0.856975880612073,Inf,7.68878740304558,11.0480711262839
"W1411-017","1","32",10.8208465752273,0.917720737121386,Inf,9.09689437417828,12.6942935594252
"W1425-006","1","32",13.5125600031063,1.03344581874078,Inf,11.5629490468305,15.6139822162414
"2014001-005","2","32",16.2091328330913,1.12320703840616,Inf,14.0824348822078,18.4853255671237
"2014005-019","2","32",9.23719259681759,0.847910327533986,Inf,7.65006628430591,10.9738136924783
"2014005-024","2","32",13.354058041856,1.0194984159842,Inf,11.4306252558058,15.4269856110552
"2014006-046","2","32",10.2972829954986,0.895243651176899,Inf,8.61738507337819,12.1266757007679
"2014007-001","2","32",10.0952341199996,0.886417095253251,Inf,8.43263592959714,11.9073270935511
"2014008-016","2","32",12.799287681059,0.998097173802119,Inf,10.9178005589101,14.8302695863569
"2014009-010","2","32",11.2052226391819,0.933878056042336,Inf,9.4496026749611,13.1103373865516
"2014009-012","2","32",14.248600107099,1.05309129920742,Inf,12.2593264797945,16.3873685175526
"2014009-034","2","32",11.9834217773493,0.965762522829092,Inf,10.1653094065602,13.9510289312874
"2014009-041","2","32",12.4991083194789,0.986323638029814,Inf,10.6406969034145,14.5070145186924
"2014009-046","2","32",11.138167557666,0.931079573664197,Inf,9.38803251811774,13.0377973803632
"2014010-010","2","32",10.1637744081291,0.88942111222026,Inf,8.49528845266233,11.9817551467449
"W1406-001","2","32",9.70649728671588,0.875891232712207,Inf,8.06568765017572,11.4991181911564
"W1411-017","2","32",11.267204229418,0.936457363224176,Inf,9.50652891601576,13.1773743259692
"W1425-006","2","32",14.0108240883031,1.05228522647044,Inf,12.0242825376424,16.1491648283337
"2014001-005","1","33",17.5641402660987,1.16921229592967,Inf,15.3472736673697,19.9305016479767
"2014005-019","1","33",8.77611286799181,0.826477482361007,Inf,7.23099416010538,10.4707263590272
"2014005-024","1","33",11.9124498230345,0.962898405974902,Inf,10.0999510181272,13.8744434110909
"2014006-046","1","33",10.9476933467085,0.9230840303109,Inf,9.21322928416951,12.8316521923964
"2014007-001","1","33",11.2522604399135,0.935836141460787,Inf,9.4928026987939,13.161212964182
"2014008-016","1","33",10.8263275867423,0.917953131190379,Inf,9.10191990168791,12.7002300549457
"2014009-010","1","33",12.1560320250978,0.966333264166477,Inf,10.335826761021,14.1237835506797
"2014009-012","1","33",13.9814241610209,1.04317130266769,Inf,12.011593369661,16.1007497355298
"2014009-034","1","33",13.0761881998554,1.00883584985218,Inf,11.1736536594068,15.128217523453
"2014009-041","1","33",10.6447702341214,0.904240871492514,Inf,8.94625871920006,12.4908178021489
"2014009-046","1","33",11.7944710678682,0.958118355236914,Inf,9.99134099025159,13.7470959286338
"2014010-010","1","33",10.0122034042127,0.882764292080819,Inf,8.35676457647078,11.8171370151036
"W1406-001","1","33",8.70430674051295,0.823089419785961,Inf,7.16582851325099,10.3922797509239
"W1411-017","1","33",9.99190710793836,0.876103092072462,Inf,8.34854973400207,11.7828107484145
"W1425-006","1","33",14.4608563259258,1.05393297284165,Inf,12.4689536832198,16.6002950209975
"2014001-005","2","33",18.1315814151465,1.18794892203249,Inf,15.8779917040641,20.5346659093778
"2014005-019","2","33",9.17854041088635,0.845214108463797,Inf,7.59669859064667,10.909877014275
"2014005-024","2","33",12.3805587839498,0.981635032077692,Inf,10.5313368666892,14.3792754843594
"2014006-046","2","33",11.3966332199065,0.94182065641369,Inf,9.62544604501429,13.3173151779477
"2014007-001","2","33",11.7073399632538,0.954572767563576,Inf,9.911159109781,13.6530155998757
"2014008-016","2","33",11.2727971297225,0.936689757293169,Inf,9.51166633231479,13.1834227102791
"2014009-010","2","33",12.6288567626506,0.9849133084664,Inf,10.7722301766345,14.6330194016111
"2014009-012","2","33",14.4881814285429,1.06190792877048,Inf,12.4816275248298,16.6442301154051
"2014009-034","2","33",13.5664142698928,1.02757247595497,Inf,11.6271566170909,15.6551667058437
"2014009-041","2","33",11.0875182853521,0.922886272296598,Inf,9.35246756047724,12.9701152715328
"2014009-046","2","33",12.2602786185425,0.976854981339704,Inf,10.4204254285727,14.2496265916614
"2014010-010","2","33",10.441730877091,0.901500918183609,Inf,8.74956893699585,12.2833876003352
"W1406-001","2","33",9.10510306182963,0.841826045888751,Inf,7.5299017222144,10.8297991845938
"W1411-017","2","33",10.4210035744457,0.894686230556952,Inf,8.74121880952014,12.2483243882312
"W1425-006","2","33",14.9761521969838,1.07258355820861,Inf,12.9477001835944,17.1521504725918
"2014001-005","1","34",15.8874916799512,1.11200718575067,Inf,13.7827450369046,18.1417331061467
"2014005-019","1","34",8.85261033276211,0.830071685034717,Inf,7.30044711708208,10.5542683315911
"2014005-024","1","34",12.5532409894224,0.988457176116077,Inf,10.6906479155492,14.5653288464446
"2014006-046","1","34",10.8631362185695,0.919512289994132,Inf,9.13567263841354,12.7400945818744
"2014007-001","1","34",10.2230354662199,0.892010279747273,Inf,8.54947483565019,12.0460908799385
"2014008-016","1","34",12.0726620791939,0.956790751990487,Inf,10.2702094160229,14.0207602453076
"2014009-010","1","34",11.1742010278801,0.939744676223848,Inf,9.40823490283784,13.0919663429618
"2014009-012","1","34",11.7579612731025,0.956634277782781,Inf,9.95773993384628,13.7076773955078
"2014009-034","1","34",12.2928319215678,0.971755452505352,Inf,10.4619993644982,14.27121074188
"2014009-041","1","34",12.3754305710645,0.989006286564632,Inf,10.5129194967951,14.3897529010958
"2014009-046","1","34",11.8975180575962,0.962294739992453,Inf,10.0862024162732,13.8583284820683
"2014010-010","1","34",11.9809455578273,0.96566273649052,Inf,10.163028764668,13.9483571341356
"W1406-001","1","34",9.83139721691296,0.874757243118438,Inf,8.19165191675976,11.6206373002151
"W1411-017","1","34",11.2295614243846,0.934891740861729,Inf,9.47195467442619,13.1366629574921
"W1425-006","1","34",16.2041635426351,1.11569200684814,Inf,14.0912205224828,18.4646528250059
"2014001-005","2","34",16.4273907727288,1.13074381185349,Inf,14.2859210173289,18.7183553112777
"2014005-019","2","34",9.25676834574885,0.848808311137506,Inf,7.66788201771556,10.9951494569311
"2014005-024","2","34",13.0336555133061,1.00719380221887,Inf,11.1343393270796,15.0824664826815
"2014006-046","2","34",11.3103564364347,0.938248916096922,Inf,9.54616974392544,13.2240379120929
"2014007-001","2","34",10.6570145258845,0.910746905850063,Inf,8.94673078296156,12.5167930519564
"2014008-016","2","34",12.5438781294896,0.97528458412801,Inf,10.705178221393,14.528223540529
"2014009-010","2","34",11.6277149829212,0.958663257204912,Inf,9.82467515349857,13.5825660683455
"2014009-012","2","34",12.2230542976686,0.975370903885571,Inf,10.3861098460591,14.2094935324271
"2014009-034","2","34",12.7682844124139,0.990335298772215,Inf,10.901030919969,14.7830739563935
"2014009-041","2","34",12.8524626023066,1.00784746699901,Inf,10.9530174601919,14.9037069346479
"2014009-046","2","34",12.365336376602,0.981031366095243,Inf,10.5172976229257,14.3628699134273
"2014010-010","2","34",12.4503854373681,0.98439936259331,Inf,10.5957455318555,14.4545201260296
"W1406-001","2","34",10.2570696042511,0.893493869221228,Inf,8.58060119174459,12.0830327999065
"W1411-017","2","34",11.6841862552271,0.95362836696452,Inf,9.88985639291537,13.6280109006878
"W1425-006","2","34",16.749372032003,1.13426687915454,Inf,14.6000178261863,19.0462622901854
"2014001-005","1","35",15.4630621194596,1.09705316793783,Inf,13.3876248127503,17.6879942093178
"2014005-019","1","35",9.42804691717424,0.856625095246671,Inf,7.82383997381206,11.1817486436854
"2014005-024","1","35",11.0050954077457,0.925500870509974,Inf,9.26589442546014,12.8937911731802
"2014006-046","1","35",10.331898396486,0.896747116619326,Inf,8.64905373624651,12.1642378398745
"2014007-001","1","35",10.213566888351,0.891597093985788,Inf,8.54081608699272,12.0358124728582
"2014008-016","1","35",10.9425602856093,0.922867601054315,Inf,9.20852041661845,12.8260949377491
"2014009-010","1","35",9.90078527575984,0.877838747400049,Inf,8.25500033819648,11.6960649964722
"2014009-012","1","35",13.1195737864511,1.01050807608653,Inf,11.2137617428091,15.174880613242
"2014009-034","1","35",12.7739121369126,0.990553523870241,Inf,10.9062309311351,14.7891293942249
"2014009-041","1","35",11.405789613511,0.94219892379467,Inf,9.63386104817554,13.3272129619954
"2014009-046","1","35",9.82479858063702,0.874463634101231,Inf,8.18562874358308,11.6134632008399
"2014010-010","1","35",10.9706553690313,0.924051575384635,Inf,9.23429495299443,12.8565105682172
"W1406-001","1","35",8.23174949020839,0.800434867060836,Inf,6.73767337037353,9.87532039319222
"W1411-017","1","35",10.5466771668805,0.906019931540595,Inf,8.84565812335996,12.39719099355
"W1425-006","1","35",16.6369856136015,1.14667132859112,Inf,14.4654507021431,18.9603197144297
"2014001-005","2","35",15.9957614288826,1.11578979404064,Inf,13.8836010098201,18.2574166310941
"2014005-019","2","35",9.84498937399706,0.87536172134946,Inf,8.20405931828162,11.6354142128615
"2014005-024","2","35",11.4551988963716,0.944237496612765,Inf,9.6792748017328,13.3806177741594
"2014006-046","2","35",10.7681580605803,0.915483742722116,Inf,9.04859028798752,12.6372206163221
"2014007-001","2","35",10.6473470149927,0.910333720088578,Inf,8.9378731012812,12.5063157118532
"2014008-016","2","35",11.3913959564599,0.941604227157105,Inf,9.62063297511584,13.311653720953
"2014009-010","2","35",10.3279412886701,0.89657537350284,Inf,8.64543323875348,12.1599441217357
"2014009-012","2","35",13.6106049689845,1.02924470218932,Inf,11.6680698129893,15.7026349081287
"2014009-034","2","35",13.2584913533759,1.00920192256058,Inf,11.3542650636499,15.3102639063445
"2014009-041","2","35",11.8639325713684,0.96093554989746,Inf,10.0552808936797,13.8220790322061
"2014009-046","2","35",10.2503296065469,0.893200260204021,Inf,8.57443665713975,12.0757173391031
"2014010-010","2","35",11.4200610779,0.942788201487425,Inf,9.64697754950985,13.3426393894391
"W1406-001","2","35",8.62163851733446,0.819171493163626,Inf,7.09083928514634,10.3019325326715
"W1411-017","2","35",10.9874013340505,0.924756557643385,Inf,9.24965917817673,12.8746382730733
"W1425-006","2","35",17.1893676858201,1.16559813915181,Inf,14.9807429410654,19.5498036874342
"2014001-005","1","36",15.9654759838782,1.11473300781644,Inf,13.8553868277544,18.2250599231509
"2014005-019","1","36",9.59551942719126,0.858549433415235,Inf,7.9865666063726,11.3520185432549
"2014005-024","1","36",12.3325755693176,0.979730928550929,Inf,10.4870856263923,14.3275602953919
"2014006-046","1","36",10.0608534232517,0.88490640077632,Inf,8.40121613961559,11.8699854900367
"2014007-001","1","36",10.0684210855928,0.885239146605405,Inf,8.40813163211574,11.8782053222189
"2014008-016","1","36",12.1939223708443,0.967804631096917,Inf,10.3708281749122,14.1645526169542
"2014009-010","1","36",10.5000467039127,0.904014800916501,Inf,8.80295764419975,12.3466305467747
"2014009-012","1","36",14.9286560587992,1.07792931201905,Inf,12.8907008209363,17.1161060798111
"2014009-034","1","36",14.0892609978324,1.05526857074601,Inf,12.0968782341984,16.2334550195569
"2014009-041","1","36",10.4905046469374,0.903603939819608,Inf,8.79422086017695,12.3362832168468
"2014009-046","1","36",12.4720150240344,0.97877820267568,Inf,10.6274130207855,14.4641530729799
"2014010-010","1","36",10.3469772889888,0.897401256971709,Inf,8.66285053721772,12.1805988239088
"W1406-001","1","36",8.09013579811768,0.793519916179941,Inf,6.60961273296424,9.72015364642009
"W1411-017","1","36",11.1256362905503,0.93773760270112,Inf,9.36360999333441,13.0394738498207
"W1425-006","1","36",16.7159469417841,1.1331345409869,Inf,14.5688120779943,19.0106178579396
"2014001-005","2","36",16.5066874549466,1.13346963391926,Inf,14.3598751864695,18.8029945065726
"2014005-019","2","36",10.0161088207593,0.87713302697369,Inf,8.37072769102632,11.8090259760644
"2014005-024","2","36",12.8087887412467,0.998467554653719,Inf,10.9265756859681,14.8404965796742
"2014006-046","2","36",10.4914122389251,0.90364302687911,Inf,8.7950518429358,12.3372674180634
"2014007-001","2","36",10.4991401055613,0.903975772708196,Inf,8.80212753973098,12.3456474545406
